Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Width (mm),Thickness (mm),Weight (gr),Waterproof,Frame material,Fingerprint scanner,L3 cache (mb),Lithography process (nm),RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,LTE Cat*,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan,Always-On Display,DC Dimming,DCI-P3,Speakers,Launch price category
7,762641,216817,230328,145479,170016,2,6.760175661963354,1440,3143,507,120,0,739,1,75.24245926748696,8.589385183128261,207.30087830981677,8,2,1,3,7,10,4,2,434,5,0,52,0,0,66,1,0,2,2,2.339824338036646,2.920351323926708,0.9263688901230432,25.380677184031068,0,1,0,1,1,2,1567,2,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,0,1,1.0,5.0
4,985046,256896,348349,182274,197444,3,6.8515771159558305,1440,3119,503,120,1,571,1,76.45941471461859,8.179755338425691,213.9816503819268,8,2,1,3,6,8,4,3,219,6,0,52,1,1,91,0,1,2,3,2.1430319011245067,3.182909570337352,1.0718829429237169,16.26649087630429,1,1,0,0,1,2,1239,3,1,1,1,1,0,20,1,1,1,0,0,0,1,0,1,0,1,1.0,5.0
2,1527623,388946,597803,297304,243569,0,6.777953031560893,1457,3161,516,120,1,1347,1,77.17192006641513,8.919829600052775,228.18038231534504,7,2,1,8,4,12,5,4,256,7,0,89,1,1,50,0,1,2,2,2.0110660842063597,3.1495906063121786,0.7154925178889038,31.557356631745606,0,1,0,0,1,2,504,2,2,1,1,1,0,20,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
3,1786751,428560,716493,347156,294540,3,7.280235869204726,1625,2725,445,120,1,2600,1,104.09720461177224,7.2959448754928555,242.5417629825428,4,2,1,10,4,12,5,4,256,7,0,53,1,1,141,0,1,2,2,2.2390435666020103,3.278087133204021,1.12,15.123485328160825,0,1,0,0,1,2,293,3,2,1,1,1,0,20,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
8,868408,258249,221773,204132,184253,3,6.850267902322886,1350,2966,478,120,1,1544,1,76.15562594878061,8.249196293031341,216.9517775818805,8,2,1,1,7,11,4,3,383,6,0,62,1,1,79,0,0,2,3,2.299464195354228,2.4540185348432924,1.1105893851103494,11.491962930313417,0,1,0,0,0,2,816,4,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,0,1,1.0,5.0
5,1892934,454555,761034,371349,305994,4,6.798970424975,1421,3055,495,122,0,2517,1,78.89704249750002,8.687513877124982,232.72070251749986,7,2,1,11,4,12,5,4,269,7,0,46,0,1,192,0,1,2,2,2.215443625374997,3.2,1.0983789244750046,13.029575024999787,0,1,0,0,1,2,245,3,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
12,2010289,449088,815366,415653,330180,0,7.681691919704235,1887,2471,407,132,0,3524,1,124.17652123892562,6.621096967606719,238.78646464236613,1,2,1,10,4,13,5,4,327,7,0,90,0,1,50,0,1,2,2,2.4278646464236613,3.4885414143053555,0.635078181781295,32.0,0,1,0,0,1,2,227,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
2,1525989,388339,596788,295237,245597,0,6.73,1440,3200,522,120,1,1226,1,74.63633063543867,8.997620802457325,227.1834682280667,8,2,1,8,4,11,5,4,244,7,0,92,1,1,50,0,1,2,2,2.0,3.14,0.7,32.0,0,1,0,0,1,2,520,2,1,1,1,1,0,20,1,1,1,0,0,0,1,0,1,1,1,1.0,5.0
9,2010278,445211,823692,411330,329974,0,7.7185695421329354,2017,2652,439,120,1,3541,1,126.15770381277927,5.961806812320972,234.3230667653312,1,2,1,11,4,11,5,4,225,7,0,104,1,1,50,0,1,2,2,2.304175243733211,3.489801530293193,0.6315605701600275,32.0,0,1,0,0,1,2,259,2,1,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
4,1853780,446054,744709,360255,302719,4,6.789857358953614,1440,3104,504,120,1,2295,1,78.36246256279861,8.56812312813993,231.56531538372633,8,2,1,11,4,11,5,4,237,7,0,55,1,1,178,0,1,2,2,2.1710210255817555,3.1913063076745267,1.0591441537216864,14.897897441824462,1,1,0,0,1,2,291,3,1,1,1,1,0,20,1,1,1,0,0,0,1,0,1,1,1,1.0,5.0
10,864778,264108,209364,204052,187252,1,6.748945276027756,1351,3009,487,120,0,1632,1,74.7426169321943,8.604218895888975,216.2996024452737,8,2,1,2,7,13,4,2,512,5,0,82,0,0,48,0,0,2,2,2.4,2.2616019636946807,0.8978905520555126,22.7003975547263,0,1,0,0,0,2,888,2,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,1516994,387994,590650,296550,241799,0,6.731004468212259,1437,3194,521,120,1,1317,1,74.64660079110912,9.050529299712997,226.9856504541106,8,2,1,7,4,12,4,4,259,6,0,90,1,1,50,0,0,2,2,2.0057398183557598,3.119336653919265,0.7043048637668197,31.727358628101413,0,1,0,0,0,2,503,2,1,1,1,0,1,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
4,1400043,363214,502505,274485,259620,1,6.746943869005805,1396,3113,506,120,1,984,1,74.72102763575575,8.384841105430231,228.2738341854655,8,2,1,6,4,9,4,4,220,6,0,115,1,1,50,0,0,2,2,2.0968221086046,2.7914404090234397,0.7726165814534501,27.40094984128149,0,1,0,0,0,2,512,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
2,1275894,329651,482138,246942,217162,1,6.785736956941001,1440,3163,513,120,1,1070,1,75.47933299864096,8.745250125509644,220.7705754007117,8,2,1,6,4,10,4,3,256,6,0,68,1,1,69,0,1,2,2,2.0655728905188244,3.1596718671556476,0.8704895153489431,24.786982042929328,0,1,0,0,1,2,828,2,2,1,1,1,0,20,1,1,1,0,0,0,1,0,1,0,1,1.0,5.0
10,1104222,328365,290976,272340,212539,0,6.78331337307301,1302,2928,474,120,1,2213,1,74.9903450230512,8.557331053883047,226.23838038467127,8,2,1,1,6,15,4,4,450,6,0,97,1,1,50,0,0,2,2,2.3046478461314868,2.0432677539266466,0.9284858845986153,17.529227308754365,0,1,0,0,0,2,230,3,1,1,1,0,1,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
9,2011477,445375,824256,411668,330107,0,7.72107119280988,2019,2651,438,120,1,3549,1,126.2881745173153,5.955687389895831,234.3365371920532,1,2,1,11,4,11,5,4,225,7,0,104,1,1,50,0,1,2,2,2.30494498240304,3.490686729763496,0.631387378959316,32.0,0,1,0,0,1,2,258,2,1,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
5,1605197,389971,628212,308373,278640,0,7.690270435764824,1688,2238,369,132,0,2165,1,125.26617958599405,6.629789602996228,255.46681253195416,1,2,1,8,4,13,5,4,325,7,0,66,0,1,50,0,1,2,2,2.354356730277628,3.345643269722372,1.005850866416981,23.261403816657683,0,1,0,0,1,2,403,2,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
11,894913,276757,205454,220987,191713,1,6.763221686728075,1326,2963,479,120,0,1874,1,74.84255180709653,8.547113253087701,219.0121204783342,8,2,1,1,7,14,4,3,512,5,0,87,0,0,49,0,0,2,2,2.4,2.1045614459911786,0.9264433734561494,19.98787952166581,0,1,0,0,0,2,680,3,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
4,1251566,321706,461667,229231,238779,1,6.718969174917808,1440,3188,518,120,0,610,1,74.52646116611871,8.534431551150698,220.91072827305874,8,2,1,6,5,9,4,3,269,6,0,99,0,0,49,0,0,2,2,2.1470776677625683,3.014983982401817,0.736769416940642,32.0,0,1,0,0,1,2,988,2,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
6,1561225,395421,602069,304636,259097,0,6.748323514461956,1308,2924,475,136,0,1190,1,75.50486988260428,9.514423158656491,233.962935495543,6,2,1,8,4,13,5,4,349,7,0,80,0,1,50,0,1,2,2,2.1832351446195526,3.1619882173543465,0.7,32.0,0,1,0,0,1,2,486,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
2,1564173,386323,616716,301212,259921,0,7.426507089297186,1695,2642,435,120,1,1996,1,111.41557431489142,7.024056200515918,244.14478989039227,3,2,1,8,4,12,5,4,256,7,0,77,1,1,50,0,1,2,2,2.1607324052224275,3.279301417859437,0.9250253673113986,25.5707037911029,0,1,0,0,1,2,443,2,2,1,1,1,0,20,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
12,2111159,460265,868504,441201,341187,0,7.917137787431989,2098,2477,411,124,0,4183,1,136.4950490384417,5.660477827277482,236.9028977005441,0,2,1,11,4,12,5,4,279,7,0,96,0,1,50,0,1,2,2,2.4090289770054407,3.563884091978237,0.6181260793048967,32.0,0,1,0,0,1,2,170,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
4,1856582,445104,746926,362824,301727,4,7.002577930425237,1518,2935,477,120,1,2600,1,89.58675558352378,8.049910335268054,236.44683261909057,6,2,1,11,4,12,5,4,256,7,0,48,1,1,175,0,1,2,2,2.2164697504410764,3.2329395008821527,1.12,13.317580035286095,0,1,0,0,1,2,259,3,2,1,1,1,0,20,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
8,1979449,439403,810682,405780,323582,0,8.03,2108,2377,395,120,1,3890,1,142.68228645717514,5.219246803898304,243.37794149434993,0,2,1,10,4,12,5,4,256,7,0,89,1,1,50,1,1,2,2,2.367921993502826,3.535843987005653,0.7735978331355853,28.15063922033917,0,1,0,0,1,2,221,2,1,1,1,1,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,1538586,388159,603475,298476,248474,0,6.972474063519811,1528,3006,491,120,1,1542,1,87.44263055384599,8.351229660480554,232.96859233279534,6,2,1,8,4,12,5,4,256,7,0,85,1,1,50,0,1,2,2,2.055955553119956,3.1884948127039623,0.7783377743679387,29.761777875201748,0,1,0,0,1,2,486,2,2,1,1,1,0,20,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
2,948570,252248,274169,186406,235735,0,6.806737988675619,1440,3200,515,120,1,883,1,74.6,8.399184497168905,233.79612429222618,8,2,1,4,4,8,4,2,250,6,0,69,1,1,50,0,1,2,2,2.2877674575335707,3.389398463195761,0.7959224858445236,20.489301698657165,0,1,0,0,1,2,1214,2,1,1,1,1,0,23,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
3,1214187,314911,453823,234534,210918,2,6.799548199657999,1440,3154,511,120,1,1013,1,75.6873140654381,8.667257225460713,219.2269659205766,8,2,1,5,5,10,4,3,256,6,0,63,1,1,73,0,1,2,2,2.081821411362352,3.1645464234087055,0.9127356695421143,22.99964475014132,0,1,0,0,1,2,907,2,2,1,1,1,0,20,1,1,1,0,0,0,1,0,1,0,1,1.0,5.0
4,871304,238397,248195,170746,213964,0,6.7745320798026505,1440,3189,514,120,0,867,1,74.53551287236846,8.528974255263087,225.2942377697416,8,2,1,4,5,9,4,2,338,5,0,66,0,0,49,0,0,2,2,2.3322435638157715,3.206538617105369,0.8,23.869227657892612,0,1,0,0,1,2,1356,2,1,1,1,0,0,22,1,1,0,0,0,0,0,1,1,1,1,1.0,5.0
5,1911710,457316,771200,375568,307625,4,6.8204030295812625,1452,3077,499,120,1,2631,1,80.05166835402608,8.543601381645288,232.06635131571142,7,2,1,12,4,12,5,4,256,7,0,45,1,1,197,0,2,2,2,2.2033175657855715,3.2066351315711428,1.1115402072467935,12.331756578557123,0,1,0,0,1,2,232,3,1,1,1,1,0,20,1,1,0,1,1,0,1,0,1,1,1,1.0,5.0
7,1242054,348277,391042,280424,222309,0,6.76584651408095,1347,3017,490,120,1,1914,1,74.87556280681767,8.722018581522475,226.48790694170071,8,2,1,3,5,14,4,4,387,6,0,95,1,1,50,0,0,2,2,2.2048372233197124,2.4025859960490354,0.8536279174897843,22.27023189231366,0,1,0,0,0,2,321,3,1,1,1,0,1,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
4,1820871,441766,730008,356760,292336,3,6.7841452957361446,1440,3113,505,120,1,2305,1,78.01247842013699,8.704188056591052,230.86752112401032,8,2,1,11,4,12,5,4,256,7,0,55,1,1,166,0,1,2,2,2.1547008449604124,3.186410253488124,1.024871774416866,16.529915503958758,0,1,0,0,1,2,296,3,2,1,1,1,0,20,1,1,1,0,0,0,1,0,1,1,1,1.0,5.0
5,1328923,360826,454110,285519,228467,0,6.754837904671339,1376,3073,500,120,1,1725,1,74.80322051641166,8.825814041670238,226.64517279040945,8,2,1,5,5,13,4,4,346,6,0,93,1,1,50,0,0,2,2,2.14193088383622,2.6290488181896077,0.806448162877165,25.258283017779547,0,1,0,0,0,2,379,2,1,1,1,0,1,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
12,935740,293894,200156,243932,197757,1,6.782563357099501,1291,2900,469,120,0,2203,1,74.97794349969651,8.469746571601997,222.68703784890516,8,2,1,0,7,15,4,3,512,5,0,93,0,0,49,0,0,2,2,2.4,1.8918030719054906,0.9651267141990018,16.312962151094837,0,1,0,0,0,2,397,3,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
7,1985408,459786,807715,398730,319175,3,7.1801465821339665,1674,2900,473,120,1,3187,1,98.59454740430365,7.549188309548384,233.23624904759015,5,2,1,12,4,12,5,4,256,7,0,61,1,1,153,0,2,2,2,2.261812452379507,3.3236249047590136,0.9623782464322577,18.18124523795068,0,1,0,0,1,2,205,3,1,1,1,1,0,20,1,1,0,1,1,0,1,0,1,1,1,1.0,5.0
2,1574355,382543,621271,294325,276103,0,7.527244049809301,1731,2562,422,120,1,1787,1,116.71901641607909,6.4666142804576765,247.39793961098388,3,2,1,8,4,10,5,4,206,7,0,87,1,1,50,0,1,2,2,2.1839793961098386,3.29944880996186,0.9575711545537744,24.64082415560645,0,1,0,0,1,2,480,2,1,1,1,1,0,20,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
2,1489972,384091,571032,294965,239883,0,6.734428900788429,1428,3177,518,120,1,1375,1,74.6691042051811,9.018241792566245,226.93672998873674,8,2,1,7,4,12,4,4,272,6,0,90,1,1,50,0,0,2,2,2.0253080045053062,3.048891183780898,0.7189810033789796,30.797869785997957,0,1,0,0,0,2,485,2,1,1,1,0,1,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
13,1662979,413280,633489,325574,290634,0,6.78275041888292,1129,2536,409,158,0,1220,1,77.27504188829198,10.066214394951812,244.07470678195608,4,2,1,8,4,15,5,4,476,7,0,62,0,1,70,0,1,2,2,2.458743716756202,3.2,0.7577587965413172,29.249581117080133,0,1,0,0,1,2,418,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
10,833455,250961,213429,186449,182615,1,6.734106635105026,1378,3057,494,120,0,1379,1,74.63874644573518,8.663573459579897,213.4802606699549,8,2,1,2,7,13,4,2,512,5,0,76,0,0,48,0,0,2,2,2.4,2.4248270138447157,0.8682132702100518,25.519739330045088,0,1,0,0,0,2,1105,2,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
13,1621058,403739,614409,316342,286566,0,6.921841901550737,1174,2415,391,159,0,1181,1,84.52102498782624,9.728093452947432,247.47515577612765,3,2,1,8,4,15,5,4,482,7,0,65,0,1,50,0,1,2,2,2.477305295751882,3.2226947042481178,0.7476588789210474,30.638317745112932,0,1,0,0,1,2,441,2,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
4,1884235,451656,758977,369028,304572,4,6.8926268495173675,1475,3018,490,120,1,2600,1,83.840694217054,8.3484766850504,234.0332723064788,7,2,1,11,4,12,5,4,256,7,0,46,1,1,188,0,1,2,2,2.207530638172144,3.2150612763442874,1.12,12.602451053771498,0,1,0,0,1,2,245,3,2,1,1,1,0,20,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
2,1451159,371680,555177,282971,241329,0,6.739812851729522,1440,3200,521,120,1,1250,1,74.63509357413524,8.979043973231448,227.85862452633313,8,2,1,7,4,11,4,3,256,6,0,87,1,1,50,0,1,2,2,2.036798193985706,3.171891768120945,0.7122660646619019,30.528072240571774,0,1,0,0,1,2,598,2,2,1,1,1,1,20,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
9,1995824,445895,817220,413097,319610,0,7.694675883970297,2003,2665,441,120,1,3674,1,124.92187530602106,6.195654682980501,233.6785253505636,2,2,1,10,4,12,5,4,256,7,0,97,1,1,50,0,1,2,2,2.2968233489139376,3.4813468512510286,0.6332147464943639,32.0,0,1,0,0,1,2,237,2,1,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
9,2073834,462751,851527,426521,333034,1,7.61178037662204,1941,2686,442,120,1,3853,1,120.84298851856695,6.356054243483792,234.63993618413673,2,2,1,12,4,12,5,4,256,7,0,81,1,1,101,0,2,2,2,2.331996809206836,3.4639936184136717,0.7834081365225687,25.19968092068358,0,1,0,0,1,2,173,2,1,1,1,1,0,20,1,1,0,1,1,0,1,0,1,1,1,1.0,5.0
2,1386093,355976,532703,269100,228313,0,6.761072225965794,1440,3179,517,120,1,1172,1,75.10791116748489,8.884533312193167,223.5272218038231,8,2,1,6,4,11,4,3,256,6,0,78,1,1,60,0,1,2,2,2.0365555599597567,3.150966667987927,0.7950444558953678,27.978888404426748,0,1,0,0,1,2,686,2,2,1,1,1,0,20,1,1,1,0,0,0,1,0,1,0,1,1.0,5.0
8,950764,281524,224253,228103,216882,0,6.804447991884005,1340,3002,484,120,1,1788,1,74.87760040579973,8.4,229.5583935072043,8,2,1,1,6,12,4,3,398,6,0,85,1,1,50,0,0,2,2,2.355520081159946,2.456158620280914,0.9110401623198925,16.113594318803763,0,1,0,0,0,2,630,3,1,1,1,0,1,21,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
8,1577390,398218,604591,308030,266549,0,6.7564825289178,1249,2801,454,143,0,1141,1,75.88997536492018,9.716766717161448,237.06336098876412,5,2,1,8,4,14,5,4,391,7,0,76,0,1,50,0,1,2,2,2.2648252891780034,3.1717790347013604,0.7,32.0,0,1,0,0,1,2,476,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
4,951894,249471,333187,176541,192623,4,6.8588851105469235,1440,3115,502,120,1,575,1,76.57118404365883,8.167718641452126,213.0788981089095,8,2,1,3,6,8,4,3,225,6,0,47,1,1,93,0,1,2,3,2.1516295418199096,3.185488862545973,1.094236808731765,15.320750399809937,1,1,0,0,1,2,1275,3,1,1,1,1,0,20,1,1,1,0,0,0,1,0,1,0,1,1.0,5.0
11,2107250,458013,869801,439613,339822,0,8.03,2173,2450,408,120,1,4323,1,142.4819304356692,5.205586166068354,238.14136365953567,0,2,1,11,4,12,5,4,256,7,0,96,1,1,50,1,1,2,2,2.39068972321941,3.5813794464388202,0.6574824115810086,30.88276678632921,0,1,0,0,1,2,165,2,1,1,1,1,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,1446852,370490,560582,281317,234461,0,6.747473321147935,1440,3188,519,120,1,1228,1,74.90312765963948,8.961327127635194,225.0470994011132,8,2,1,7,4,11,4,3,256,6,0,83,1,1,55,0,1,2,2,2.020556848409335,3.1461670545228007,0.7534478058642701,29.73874667497319,0,1,0,0,1,2,609,2,2,1,1,1,0,20,1,1,1,0,0,0,1,0,1,0,1,1.0,5.0
13,1615280,403705,610739,313812,286995,0,6.7750209028581665,1115,2522,407,160,0,950,1,76.761003337192,10.108802669753596,244.30710697177662,4,2,1,8,4,15,5,4,473,7,0,70,0,1,50,0,1,2,2,2.450209028581665,3.1940250834298,0.7,32.0,0,1,0,0,1,2,466,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
3,1665300,414102,659777,325354,266065,1,6.755682897990871,1440,3158,514,120,1,1776,1,76.23967764628856,8.891226670345704,228.83449271363367,8,2,1,9,4,12,5,4,256,7,0,73,1,1,105,0,1,2,2,2.0733797085453465,3.162013912563604,0.8540973879452275,24.66202914546536,0,1,0,0,1,2,408,2,2,1,1,1,0,20,1,1,1,0,0,0,1,0,1,1,1,1.0,5.0
2,1532619,383375,599169,284206,265677,0,6.73,1440,3200,522,120,1,771,1,74.61356119164195,8.610540257913117,228.3219404179026,8,2,1,8,4,9,5,4,171,7,0,109,1,1,50,0,1,2,2,2.0,3.14,0.7,32.0,0,1,0,0,1,2,588,2,1,1,1,1,0,20,1,1,1,0,0,0,1,0,1,1,1,1.0,5.0
7,762830,216187,231542,145397,169704,2,6.769841914922533,1440,3140,507,120,0,730,1,75.37778680891546,8.555553297771137,207.34920957461267,8,2,1,3,7,10,4,2,422,5,0,51,0,0,68,1,0,2,2,2.3301580850774677,2.9396838298450643,0.9466680213373175,24.31738935852146,0,1,0,1,1,2,1561,2,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,0,1,1.0,5.0
9,2005683,443223,822818,412725,326916,0,8.03,2122,2392,398,120,1,3979,1,142.6411590025942,5.216442659267786,242.3030193859845,0,2,1,10,4,12,5,4,256,7,0,90,1,1,50,1,1,2,2,2.3725955678870236,3.545191135774048,0.749762603776178,28.711468146442872,0,1,0,0,1,2,209,2,1,1,1,1,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
12,950828,300227,198198,252411,199990,1,6.789711025995258,1278,2877,465,120,0,2325,1,75.0279771819668,8.44115589601897,224.04509493909896,8,2,1,0,7,15,4,3,512,5,0,96,0,0,49,0,0,2,2,2.4,1.8131787140521651,0.9794220519905155,14.954905060901034,0,1,0,0,0,2,293,3,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,1589912,384477,630034,303965,271435,0,7.8832123515446515,1862,2277,378,120,1,2453,1,135.52961216155765,5.689071587792554,255.38676557648375,0,2,1,8,4,12,5,4,256,7,0,69,1,1,50,0,1,2,2,2.266125927279535,3.3706424703089306,1.0725762981913494,21.354962908818592,0,1,0,0,1,2,400,2,2,1,1,1,0,20,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
4,1825872,440279,732029,352987,300513,4,6.784591288210033,1440,3112,505,120,1,2137,1,78.03145240177355,8.551572620088677,231.33962663757288,8,2,1,11,4,11,5,4,227,7,0,61,1,1,166,0,1,2,2,2.155975109171525,3.1867925327514577,1.0275477292602022,16.402489082847524,1,1,0,0,1,2,321,3,1,1,1,1,0,20,1,1,1,0,0,0,1,0,1,1,1,1.0,5.0
6,1607420,391901,626277,309490,279751,0,7.58253955769286,1616,2263,372,136,0,2027,1,119.55385750710619,7.064160503382389,254.34641140000574,1,2,1,8,4,13,5,4,347,7,0,66,0,1,50,0,1,2,2,2.3715936707691423,3.3284063292308574,0.9696532913848008,24.295620246148545,0,1,0,0,1,2,408,2,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,1489111,374437,566493,276541,271374,1,6.735889797549654,1424,3170,516,120,1,668,1,74.64206998249752,8.381682799299902,228.74758010501486,8,2,1,7,4,8,4,4,160,6,0,118,1,1,50,0,0,2,2,2.0336559859980197,3.01883845040713,0.7252419894985146,30.40134066509407,0,1,0,0,0,2,589,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
3,1688911,397095,676283,328867,286664,0,8.03,1961,2211,368,120,1,2907,1,143.13776673159674,5.250302277154323,255.28253957582388,0,2,1,8,4,12,5,4,256,7,0,72,1,1,50,1,1,2,2,2.3161628714094613,3.432325742818923,1.0375693558117471,21.939544569135364,0,1,0,0,1,2,347,2,1,1,1,1,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
13,1621368,404008,614139,316497,286721,0,6.906807264341151,1164,2418,391,160,0,1162,1,83.72382838442519,9.78871311017648,247.31879554914798,3,2,1,8,4,15,5,4,486,7,0,65,0,1,50,0,1,2,2,2.479710837705416,3.220289162294584,0.7426072408186266,30.78265026232495,0,1,0,0,1,2,441,2,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
8,1795935,437145,707233,352041,299515,3,6.792128581193192,1298,2836,459,137,0,1970,1,78.21285811931918,9.269070598578697,237.50999316476575,6,2,1,10,4,13,5,4,356,7,0,52,0,1,140,0,1,2,2,2.318071282102123,3.2,0.9547002050570278,19.8714188068082,0,1,0,0,1,2,318,3,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
4,772473,209287,251129,145518,166535,4,6.898436501225174,1440,3089,496,120,1,599,1,77.17608766579677,8.102575174452657,208.19313808394924,8,2,1,2,6,8,4,3,254,6,0,25,1,1,107,0,1,2,3,2.1981605896766743,3.1994481769030023,1.2152175331593527,10.202335135565852,1,1,0,0,1,2,1474,3,1,1,1,1,0,20,1,1,1,0,0,0,1,0,1,0,1,1.0,5.0
3,1655143,392178,660663,319928,282373,0,8.03,1944,2192,365,120,1,2792,1,143.1907050422779,5.2539117074280375,256.66615451408126,0,2,1,8,4,12,5,4,256,7,0,70,1,1,50,1,1,2,2,2.310147154286603,3.4202943085732063,1.0682495131383236,21.217658514392387,0,1,0,0,1,2,362,2,1,1,1,1,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
5,940054,267845,238450,210150,223607,0,6.806635017691081,1379,3080,496,120,1,1438,1,74.76824911544597,8.4,231.30801415286444,8,2,1,2,5,10,4,2,342,6,0,78,1,1,50,0,0,2,2,2.3336498230891944,2.8279530074836945,0.8672996461783888,17.644512383756393,0,1,0,0,0,2,870,2,1,1,1,0,1,22,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,1533713,380058,598537,277571,277260,1,6.730354310869235,1439,3198,521,120,1,510,1,74.6025307919231,8.380101231676925,228.98481524846133,8,2,1,7,4,8,4,4,129,6,0,119,1,1,50,0,0,2,2,2.0020246335384875,3.1327113192614453,0.7015184751538656,31.903829906921846,0,1,0,0,0,2,627,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
12,2073395,456081,848610,431636,337066,0,7.828989935728126,2019,2474,410,127,0,3937,1,131.8831534372956,6.020121062229244,237.608080514175,0,2,1,11,4,12,5,4,297,7,0,94,0,1,50,0,1,2,2,2.4160808051417497,3.535676779433001,0.6244727246275749,32.0,0,1,0,0,1,2,192,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
6,1817681,418868,732984,356974,308695,0,7.3166460738234385,1782,2875,472,120,1,2305,1,105.19584908094546,6.944973450185744,232.1588634744339,4,2,1,9,4,9,5,4,185,7,0,110,1,1,50,0,1,2,2,2.1805064842533657,3.3475824568913706,0.6593860410429927,32.0,0,1,0,0,1,2,410,2,1,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
4,1793235,433526,717201,344486,297932,3,6.778432663838489,1440,3122,507,120,1,1952,1,77.64433886984784,8.532216943492392,231.07568559307808,8,2,1,10,4,10,5,4,216,7,0,68,1,1,153,0,1,2,2,2.1383790395385387,3.181513711861562,0.9905959830309312,18.162096046146136,1,1,0,0,1,2,356,3,1,1,1,1,0,20,1,1,1,0,0,0,1,0,1,1,1,1.0,5.0
