,Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Display features,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),Total score,RAM size (GB),Memory type,Memory clock,Channels,Storage size (GB),Storage type,Memory card,OS suppoert (years),Battery capacity (mAh),Max charge power,Battery type,Battery replaceability,Wireless charging,Reverse charging,Fast charging,Full charging time (min),Web browsing (min),Watching video (min),Gaming (min),Standby (hr),Matrix (megapixels),Zoom,Flash,Stabilization,8K video recording,4K video recording,1080p video recording,Angle of widest lens (°),Camera features,Aperture,Sensor size,Pixel size (micron),Autofocus,Front camera megapixels,Video resolution,Depth sensor (TOF 3D),NFC*,Infrared port,Number of SIM*,Type of SIM card,Multi SIM mode,eSIM support*,Hybrid slot,5G support,Speakers,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price ($),Bundled charger,LTE Cat*,Proximity sensor,Gyroscope,Accelerometer,Ambient light sensor,Compass,Fingerprint,Barometer,Hall,effect sensor,Face recognition sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan
536,Samsung,472949,155531,104355,89865,123198,Super AMOLED,6.5,1080,2340,396,120,0,1000.0,0,, - DCI-P3 - Always-On Display,161.0,76.5,8.3,197.0,No,Plastic,Plastic,"Yes, in-button",,Samsung,5.0,1,472949,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,5000,25.0,Li-Ion,No,0,0,1,84.0,404.0,694.0,292.0,91.0,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.2,3.06,1.12,No,13.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,Yes,Stereo,Yes,No,Yes,Mid-range,265,299.0,0,18,0,1,1,1,1,1,0,0,0,0,0,0,1
537,Motorola,438394,148732,81757,93110,114795,IPS LCD,6.5,1080,2400,405,120,0,500.0,0,, - DCI-P3,161.83,73.96,8.59,184.0,Yes,Plastic,Plastic,"Yes, in-button",,Samsung,8.0,1,438394,4,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,1.0,5000,15.0,Li-Po,No,0,0,1,106.0,482.0,760.0,313.0,141.0,50.0,Digital,LED,Digital,No,No,Up to 60FPS,118.0, - Bokeh mode - Pro mode,2.2,4.0,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,Yes,Stereo,Yes,No,Yes,Mid-range,813,260.0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
538,Tecno,442231,138931,69242,108730,125328,AMOLED,6.78,1080,2436,393,120,0,1300.0,0,180.0, - DCI-P3,165.5,76.1,7.9,198.3,IP53,Plastic,Plastic,"Yes, in-display",2.0,TSMC,6.0,1,442231,8,LPDDR4X,2133.0,2.0,256,UFS 2.2,MicroSD,,6000,70.0,Li-Po,No,0,1,1,60.0,768.0,963.0,334.0,155.0,108.0,Digital,Dual LED,Digital,No,No,Up to 60FPS,, - Bokeh mode - Pro mode,1.7,,,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,Yes,Yes,Yes,Mid-range,174,229.0,1,20,1,1,1,0,1,1,0,0,0,0,0,0,1
539,Xiaomi,1304206,340471,483139,238210,242386,AMOLED,6.67,1440,3200,526,120,1,550.0,1,480.0, - DCI-P3 - Always-On Display - DC Dimming,162.78,75.44,8.59,204.0,IP53,Glass,Plastic,"Yes, in-display",6.0,TSMC,4.0,1,1304206,8,LPDDR5,3200.0,4.0,256,UFS 3.1,No,1.0,5160,67.0,Li-Po,No,1,0,1,48.0,517.0,779.0,329.0,103.0,64.0,Digital,Dual LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.5,3.06,1.0,No,16.0,1080p (Full HD) at 60 FPS,No,Depends on the region,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,479,449.0,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
540,Honor,2087950,462650,902890,387761,334649,OLED,6.78,1264,2800,453,120,1,5000.0,1,, - DCI-P3 - Always-On Display - DC Dimming,161.8,75.4,8.1,199.0,,Glass,Metal,"Yes, in-display",12.0,TSMC,4.0,1,2087950,12,LPDDR5X,4266.0,4.0,256,UFS 4.0,No,,5450,66.0,Li-Po,No,1,1,1,55.0,,,,,50.0,Optical,LED,Digital,No,Up to 60FPS,Up to 60FPS,122.0, - Bokeh mode - Pro mode,2.0,2.76,,Laser autofocus,50.0,2160p (4K) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,,Flagship,234,625.0,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
541,Honor,173584,60683,15786,47624,49491,TFT LCD,6.74,720,1600,260,90,0,450.0,0,,,167.48,76.85,8.27,196.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,0,173584,4,LPDDR4X,2133.0,2.0,128,eMMC 5.1,MicroSD,,6000,22.5,Li-Po,No,0,1,1,115.0,,,,,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,,0.8,No,8.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Mono,Yes,No,No,Budget,599,180.0,1,7,1,1,1,1,1,1,0,0,0,0,0,0,1
542,Motorola,1500053,384753,508342,340046,266912,POLED,6.9,1080,2640,413,165,1,3000.0,1,, - DCI-P3 - Always-On Display - DC Dimming,171.4,74.0,7.1,189.0,IPX8,Eco-leather,Metal,"Yes, in-button",8.0,TSMC,4.0,1,1500053,8,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,4000,45.0,Li-Po,No,1,1,1,47.0,482.0,837.0,314.0,79.0,50.0,Optical,LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.4,2.76,0.7,Phase autofocus (Dual Pixel),32.0,2160p (4K) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Flagship,82,,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
543,Honor,596600,194697,159947,118656,123300,IPS LCD,6.26,1080,2340,412,60,0,450.0,0,,,154.25,74.0,7.9,174.0,No,Glass,Metal,"Yes, in-button",,TSMC,7.0,1,596600,6,LPDDR4X,2133.0,2.0,128,UFS 2.1,No,1.0,3750,22.5,Li-Po,No,0,0,1,85.0,427.0,633.0,261.0,99.0,48.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,117.0, - Bokeh mode - Pro mode - RAW support,2.0,2.8,0.8,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,No,No,No,Flagship,1909,500.0,0,21,1,1,1,1,1,1,0,0,0,0,0,0,1
544,Samsung,259923,83882,42251,58058,75732,Super AMOLED,6.4,1080,2340,403,60,0,650.0,0,, - Always-On Display,158.5,74.7,7.7,166.0,No,Plastic,Plastic,"Yes, in-display",,Samsung,10.0,1,259923,4,LPDDR4X,2133.0,2.0,64,UFS 2.1,MicroSD,2.0,4000,15.0,Li-Ion,No,0,0,1,110.0,420.0,678.0,278.0,86.0,25.0,Digital,LED,Digital,No,No,Up to 30FPS,123.0, - Bokeh mode - Pro mode,2.0,2.8,0.9,No,25.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Mid-range,2001,395.0,0,12,1,1,1,1,1,1,0,0,0,0,0,0,1
545,Realme,271948,86762,32363,83661,69162,IPS LCD,6.6,1080,2408,401,60,0,450.0,0,180.0,,164.4,75.6,8.1,189.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,0,271948,4,LPDDR4X,,2.0,64,UFS 2.2,MicroSD,2.0,5000,18.0,Li-Po,No,0,1,1,132.0,,,,,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,2.76,0.64,No,8.0,720p at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,No,Budget,933,160.0,1,7,1,1,1,1,1,1,0,0,0,0,0,0,1
546,Samsung,185380,65256,18289,47967,53868,Super AMOLED,5.6,1080,2220,441,60,0,390.0,0,,,149.2,70.6,8.4,172.0,IP68,Glass,Metal,"Yes, rear",,Samsung,14.0,0,185380,4,LPDDR4,1333.0,2.0,32,eMMC 5.1,MicroSD,2.0,3000,18.0,Li-Ion,No,0,0,1,95.0,398.0,679.0,260.0,80.0,16.0,Digital,LED,Digital,No,No,Up to 30FPS,, - ,1.9,3.1,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Mid-range,2425,480.0,0,11,1,1,1,1,1,1,1,0,0,0,0,0,1
547,Samsung,1744272,436877,675490,334989,296916,Dynamic AMOLED,6.2,1080,2340,416,120,1,2600.0,1,240.0, - DCI-P3 - Always-On Display,147.0,70.6,7.6,167.0,IP68,Glass,Metal,"Yes, in-display",8.0,Samsung,4.0,1,1744272,8,LPDDR5X,4200.0,4.0,128,UFS 4.0,No,,4000,25.0,Li-Ion,No,1,1,1,75.0,440.0,718.0,244.0,97.0,50.0,Optical,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,3.2,1.12,Phase autofocus,12.0,2160p (4K) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Flagship,234,799.0,0,20,1,1,1,1,1,1,1,1,1,0,0,1,0
548,Xiaomi,1183140,318629,435995,209311,219205,AMOLED,6.28,1080,2400,419,120,0,500.0,1,480.0, - DCI-P3 - Always-On Display - DC Dimming,152.7,69.9,8.16,180.0,No,Glass,Metal,"Yes, in-display",6.0,Samsung,4.0,1,1183140,8,LPDDR5,3200.0,4.0,128,UFS 3.1,No,1.0,4500,67.0,Li-Po,No,1,1,1,46.0,377.0,646.0,282.0,71.0,50.0,Digital,Dual LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode - RAW support,2.4,3.06,0.7,No,32.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,995,580.0,1,20,0,1,1,1,1,1,0,0,0,0,0,0,1
549,Asus,1340037,367963,486752,217995,267327,AMOLED,6.78,1080,2448,395,165,0,830.0,1,720.0, - DCI-P3 - Always-On Display - DC Dimming,173.0,77.0,10.3,239.0,IPX4,Glass,Metal,"Yes, in-display",6.0,TSMC,4.0,1,1340037,8,LPDDR5,3200.0,4.0,128,UFS 3.1,No,1.0,6000,65.0,Li-Po,No,0,1,1,62.0,596.0,780.0,365.0,112.0,50.0,Digital,LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.0,2.93,1.22,No,12.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,Yes,No,Yes,Flagship,783,1000.0,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
550,OnePlus,938580,245236,297942,176017,220385,AMOLED,6.62,1080,2400,397,120,0,500.0,1,600.0, - DCI-P3 - Always-On Display,162.2,74.6,8.3,198.5,No,Glass,Metal,"Yes, in-display",4.0,Samsung,5.0,1,938580,8,LPDDR5,2750.0,4.0,128,UFS 3.1,No,2.0,4500,65.0,Li-Po,No,0,0,1,38.0,,,,,50.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode - RAW support,2.0,3.06,1.0,Phase autofocus,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,1056,515.0,1,20,1,1,1,1,1,1,1,0,0,0,0,1,0
551,Vivo,1503593,370139,497986,333589,301879,AMOLED,6.78,1260,2800,453,144,1,4500.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,163.72,75.88,7.98,194.9,IP64,Glass,Plastic,"Yes, in-display",8.0,TSMC,4.0,1,1503593,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,6000,80.0,Li-Po,No,0,1,1,39.0,,,,,50.0,Digital,LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.5,3.0,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,,Mid-range,143,375.0,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
552,Xiaomi,847196,208321,252530,174454,211891,AMOLED,6.81,1440,3200,515,120,0,900.0,1,480.0, - DCI-P3 - Always-On Display - DC Dimming,164.3,74.6,8.1,196.0,No,Glass,Metal,"Yes, in-display",4.0,Samsung,5.0,1,847196,8,LPDDR5,2750.0,2.0,128,UFS 3.1,No,2.0,4600,55.0,Li-Po,No,1,1,1,50.0,356.0,613.0,266.0,99.0,108.0,Digital,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode - RAW support,2.3,3.4,0.8,Phase autofocus,20.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,No,Flagship,1329,750.0,0,24,1,1,1,1,1,1,1,1,1,0,0,0,1
553,Motorola,554764,197538,94177,118975,144074,POLED,6.7,1080,2400,395,120,1,1200.0,0,240.0, - DCI-P3,162.56,74.75,8.29,190.0,No,Eco-leather,Plastic,"Yes, in-display",,Samsung,4.0,1,554764,8,LPDDR4X,2133.0,2.0,256,UFS 2.2,MicroSD,,5000,30.0,Li-Po,No,1,0,1,87.0,597.0,832.0,322.0,108.0,50.0,Digital,LED,No,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.4,,,No,32.0,1080p (Full HD) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,Yes,No,Yes,Mid-range,113,399.0,0,20,1,1,1,1,1,1,0,1,1,0,0,0,1
554,Motorola,672050,229784,171319,134277,136670,AMOLED,6.9,1080,2640,413,144,0,500.0,1,, - DCI-P3 - Always-On Display - DC Dimming,170.82,73.95,7.35,188.6,IP52,Plastic,Metal,"Yes, in-button",,Samsung,4.0,1,672050,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,No,,4200,30.0,Li-Po,No,1,0,1,61.0,463.0,747.0,295.0,82.0,64.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.4,3.0,0.7,No,32.0,2160p (4K) at 30 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Flagship,448,599.0,1,18,1,1,1,1,1,1,1,0,0,0,0,0,1
555,Huawei,542241,171381,118160,130301,122399,OLED,6.7,1084,2412,395,120,0,1200.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,161.54,75.36,6.98,191.0,No,Plastic,Plastic,"Yes, in-display",,,,1,542241,8,LPDDR5,3200.0,4.0,256,UFS 3.1,No,,4600,66.0,Li-Po,No,0,1,1,23.0,,,,,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.4,2.8,0.61,No,60.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Stereo,No,No,No,Mid-range,234,490.0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
556,Sony,1301174,335660,522953,205487,237074,OLED,6.5,1644,3840,643,120,0,1000.0,1,240.0, - DCI-P3 - Always-On Display,165.0,71.0,8.3,187.0,IP68,Glass,Metal,"Yes, in-button",8.0,TSMC,4.0,1,1301174,12,LPDDR5X,4200.0,4.0,256,UFS 3.1,MicroSD,1.0,5000,30.0,Li-Po,No,1,1,1,97.0,423.0,850.0,340.0,136.0,48.0,Optical,LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode - RAW support,2.0,2.9,1.25,No,12.0,2160p (4K) at 30 FPS,No,Yes,No,1,Nano,Standby,Yes,Yes,Yes,Stereo,Yes,No,Yes,Flagship,448,1399.0,0,20,1,1,1,1,1,1,1,0,0,0,0,0,1
557,Honor,319550,103113,40818,96681,76938,AMOLED,6.7,1080,2412,394,90,0,2000.0,1,270.0, - DCI-P3 - Always-On Display - DC Dimming,161.05,74.55,6.78,166.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,319550,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,No,,4500,35.0,Li-Po,No,0,0,1,88.0,,,,,108.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.1,1.67,0.64,No,50.0,1080p (Full HD) at 30 FPS,No,No,No,2,Nano,Standby,No,No,No,Mono,No,No,No,Mid-range,265,215.0,1,13,0,1,1,1,1,1,0,0,0,0,0,0,1
558,Sony,1224462,330723,438136,209049,246554,OLED,6.1,1080,2520,449,120,0,650.0,1,240.0, - DCI-P3 - Always-On Display,156.0,67.0,8.2,172.0,IP68,Glass,Metal,"Yes, in-button",6.0,Samsung,4.0,1,1224462,8,LPDDR5,3200.0,4.0,128,UFS 3.1,MicroSD,1.0,5000,30.0,Li-Po,No,1,1,1,105.0,494.0,1019.0,339.0,81.0,12.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,124.0, - Bokeh mode - Pro mode - RAW support,2.0,2.9,1.25,No,12.0,2160p (4K) at 30 FPS,No,Yes,No,1,Nano,Standby,Yes,Yes,Yes,Stereo,Yes,No,Yes,Flagship,721,999.0,0,20,1,1,1,1,1,1,1,0,0,0,0,0,1
559,Xiaomi,393792,134816,62084,94084,102808,IPS LCD,6.5,1080,2400,405,90,0,500.0,0,180.0,,161.8,75.3,8.9,190.0,No,Plastic,Plastic,"Yes, in-button",2.0,TSMC,7.0,1,393792,4,LPDDR4X,2133.0,2.0,64,UFS 2.2,MicroSD,2.0,5000,18.0,Li-Po,No,0,1,1,120.0,601.0,866.0,348.0,122.0,48.0,Digital,Dual LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,4.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,Yes,Yes,Mono,Yes,Yes,No,Mid-range,1209,200.0,0,18,1,1,1,1,1,1,0,0,0,0,0,0,1
560,Tecno,900764,273014,238167,164835,224748,AMOLED,6.78,1080,2436,393,144,0,,0,, - DCI-P3 - Always-On Display,164.0,74.5,7.7,195.0,,Glass,,"Yes, in-display",4.0,TSMC,4.0,1,900764,8,LPDDR5,3200.0,4.0,256,UFS 3.1,,,5000,70.0,Li-Po,No,0,0,1,44.0,,,,,50.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.5,2.8,,No,50.0,2160p (4K) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,Yes,Yes,Mid-range,174,400.0,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
561,Motorola,1467120,338291,550741,292130,285958,OLED,6.67,1080,2400,395,165,0,1300.0,1,360.0, - DCI-P3 - Always-On Display - DC Dimming,161.16,74.0,8.59,203.0,IP68,Glass,Metal,"Yes, in-display",8.0,TSMC,4.0,1,1467120,8,LPDDR5X,,4.0,512,UFS 4.0,No,1.0,5100,68.0,Li-Po,No,1,1,1,35.0,,,,,50.0,Optical,Dual LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,114.0, - Bokeh mode - Pro mode,2.2,2.8,0.61,No,60.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,479,800.0,1,20,1,1,1,1,1,1,1,0,0,0,0,0,1
562,Samsung,148729,56475,16695,42673,32886,Super AMOLED,6.4,720,1560,268,60,0,400.0,0,,,158.4,74.7,7.8,169.0,No,Plastic,Plastic,"Yes, rear",,Samsung,14.0,0,148729,3,LPDDR3,933.0,1.0,32,eMMC 5.1,MicroSD,2.0,4000,15.0,Li-Po,No,0,0,1,120.0,,,,,13.0,Digital,LED,Digital,No,No,Up to 30FPS,123.0, - ,2.0,,,No,8.0,720p at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Mid-range,2001,150.0,0,4,1,1,1,1,1,1,0,1,1,0,0,0,1
563,Xiaomi,549818,174554,109191,108745,157328,AMOLED,6.67,1080,2400,395,120,0,700.0,1,360.0, - DCI-P3 - Always-On Display,163.65,76.19,8.34,204.0,IP53,Glass,Plastic,"Yes, in-button",2.0,TSMC,6.0,1,549818,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,2.0,4500,120.0,Li-Po,No,0,0,1,16.0,367.0,632.0,277.0,84.0,108.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.4,3.0,1.0,No,16.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,Yes,Yes,Stereo,Yes,Yes,Yes,Mid-range,1025,350.0,1,18,1,1,1,1,1,1,0,0,0,0,0,1,0
564,Realme,391929,129189,45821,108480,108439,Super AMOLED,6.43,1080,2400,409,90,0,1000.0,0,180.0, - DCI-P3 - Always-On Display,159.8,72.9,7.9,182.0,No,Plastic,Plastic,"Yes, in-display",2.0,TSMC,7.0,1,391929,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,5000,33.0,Li-Po,No,0,0,1,76.0,,,,,64.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.1,2.0,0.7,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,Yes,No,,Mid-range,448,200.0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
565,Vivo,537985,191770,47410,165783,133022,AMOLED,6.78,1080,2400,388,120,1,1300.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,164.36,74.75,7.75,188.0,IP64,,Plastic,"Yes, in-display",,Samsung,4.0,1,537985,8,LPDDR4X,2133.0,2.0,256,UFS 2.2,MicroSD,,5500,44.0,Li-Po,No,0,0,1,,,,,,50.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.0,2.0,0.7,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,,No,No,No,Mid-range,52,399.0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
566,Honor,243216,90539,34232,57563,60882,IPS LCD,6.21,1080,2340,415,60,0,450.0,0,,,154.8,73.6,8.0,162.0,No,Plastic,Plastic,"Yes, rear",1.0,TSMC,12.0,0,243216,3,LPDDR4,1866.0,2.0,32,eMMC 5.1,MicroSD,1.0,3400,10.0,Li-Po,No,0,0,0,120.0,328.0,536.0,221.0,93.0,13.0,Digital,LED,Digital,No,No,Up to 60FPS,, - Bokeh mode - Pro mode,2.0,,0.9,No,24.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,No,Mono,Yes,Yes,No,Mid-range,2029,255.0,0,12,1,1,1,1,1,1,0,0,0,0,0,0,1
567,Vivo,2305267,538809,940944,472337,353177,AMOLED,6.78,1260,2800,453,120,1,3000.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,164.1,75.3,8.9,224.0,IP69,Glass,Metal,"Yes, in-display",18.0,TSMC,4.0,1,2305267,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,5400,100.0,Li-Po,No,1,1,1,31.0,,,,,50.0,Optical,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode - RAW support,2.0,2.8,0.8,No,32.0,2160p (4K) at 60 FPS,No,Yes,Yes,2,Nano,Standby,,No,Yes,Stereo,No,No,Yes,Flagship,113,,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
568,Honor,1293980,325163,469656,252814,246347,OLED,6.78,1224,2700,437,120,1,4000.0,1,, - DCI-P3 - Always-On Display - DC Dimming,163.3,75.2,8.2,199.0,IP65,Glass,Plastic,"Yes, in-display",8.0,TSMC,4.0,1,1293980,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,5200,100.0,Li-Po,No,1,1,1,45.0,655.0,493.0,351.0,99.0,50.0,Digital,LED,Digital,No,Up to 60FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.1,1.3,1.2,Phase autofocus,50.0,2160p (4K) at 30 FPS,Yes,Yes,Yes,1,Nano,Standby,Yes,No,Yes,Stereo,No,No,,Flagship,113,699.0,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
569,Sony,529987,169547,162493,88311,109636,OLED,6.1,1080,2520,449,60,0,400.0,1,, - DCI-P3 - Always-On Display,158.0,68.0,8.2,164.0,IP65,Glass,Metal,"Yes, in-button",2.0,TSMC,7.0,1,529987,6,LPDDR4X,2133.0,2.0,128,UFS 2.1,MicroSD,1.0,3140,18.0,Li-Po,No,0,0,1,110.0,348.0,643.0,250.0,97.0,12.0,Optical,LED,Digital,No,Up to 30FPS,Up to 60FPS,135.0, - Bokeh mode - Pro mode - RAW support,2.0,4.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,1,Nano,Standby,No,Yes,,Stereo,No,No,Yes,Flagship,1756,600.0,0,19,1,1,1,1,1,1,1,0,0,0,0,0,1
570,Tecno,423279,128125,71079,109579,114496,AMOLED,6.67,1080,2400,395,120,0,500.0,0,360.0, - DCI-P3 - Always-On Display,163.4,76.7,7.8,190.0,IP53,Plastic,Plastic,"Yes, in-display",,TSMC,6.0,1,423279,8,LPDDR4X,2133.0,2.0,256,UFS 2.1,MicroSD,1.0,5000,33.0,Li-Po,No,0,0,1,88.0,,,,,64.0,Digital,LED,Digital,No,No,Up to 60FPS,, - Bokeh mode - Pro mode,2.5,2.8,0.8,No,32.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,No,Mid-range,479,185.0,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
571,Huawei,539885,171302,118154,128180,122249,OLED,6.7,1084,2412,395,120,0,,0,300.0, - DCI-P3 - Always-On Display - DC Dimming,161.29,74.96,6.88,168.0,No,Plastic,Plastic,"Yes, in-display",,TSMC,6.0,1,539885,8,LPDDR4X,2133.0,2.0,256,,No,,4500,66.0,Li-Po,No,0,1,1,32.0,,,,,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.4,2.8,0.61,No,60.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Stereo,No,No,No,Mid-range,234,370.0,1,18,0,1,1,1,1,1,0,0,0,0,0,0,1
