Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Display features,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),Total score,RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Battery capacity (mAh),Max charge power,Battery type,Battery replaceability,Wireless charging,Reverse charging,Fast charging,Full charging time (min),Matrix (megapixels),Zoom,Flash,Stabilization,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,Depth sensor (TOF 3D),NFC*,Infrared port,Number of SIM*,Multi SIM mode,eSIM support*,Hybrid slot,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price category,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Laser autofocus,Autofocus_Phase autofocus,Autofocus_Phase autofocus (Dual Pixel),Speakers_Mono,Speakers_Stereo,Bundled charger,LTE Cat*,Proximity sensor,Gyroscope,Accelerometer,Ambient light sensor,Compass,Fingerprint,Barometer,Hall,effect sensor,Face recognition sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan
3,2096837,471796,893833,398794,332412,0,6.772928525758963,1341,2954,479,120,1,4226,1,313,0,162.07459111906942,75.60663232684973,9.016020603890162,224.21550550663613,1,2,1,0,4,0,4,1,2096837,14,5,4,412,7,0,5367,83,0,0,1,1,1,40,50,0,1,2,0,2,2,2,2.7536432681693386,0.6632041207780323,43.03876376659033,0,2,1,2,0,0,0,1,0,0,0,2,185,5,4,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
2,2112448,483464,880371,418650,329961,0,6.8122510146422455,1488,3154,515,120,1,3094,1,243,0,161.3088911837809,79.54541776,8.946919954946937,220.8249741824649,1,1,1,0,4,0,4,1,2112448,12,5,4,256,7,0,5044,90,0,0,1,1,1,34,50,0,2,2,2,2,2,2.0253080045053062,3.1691042051811023,0.6943056989863061,32,0,2,1,2,0,0,0,1,0,0,1,2,199,5,3,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
9,780260,231949,216226,157678,174406,1,6.713752094414599,1415,3123,505,120,0,1033,1,248,0,164.84244554522041,74.49626466,8.744991622341603,208.7877722738979,1,4,1,0,1,0,7,1,780260,12,4,2,476,5,0,4368,69,0,0,0,0,1,45,48,1,1,2,0,2,2,2.4,2.593718584,0.8550083776583973,29.387102061226127,0,2,0,2,0,0,0,1,0,0,0,2,1403,5,2,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,0,0
3,1496884,367436,596333,270960,262154,0,7.508168482893104,1823,2732,456,120,0,2054,1,240,0,162.4960521,118.62772414608732,6.296841707192786,234.44322272438137,2,1,1,1,0,0,4,1,1496884,12,5,4,256,6,0,4868,54,0,0,1,1,1,66,49,1,1,2,0,2,2,2.197680094684922,3.2294668244748705,1.1643386256365336,17.27146919159793,0,2,0,1,0,0,0,1,0,0,1,2,407,5,2,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,1,0,0,0,0,0,1
2,1564482,378411,621678,293574,270816,0,7.856385512501898,1885,2350,392,120,0,2418,1,240,0,161.63119938071424,135.07813388473022,5.604959504571391,250.8299064706776,2,1,1,1,0,0,4,1,1564482,12,5,4,256,6,0,4822,62,0,0,1,1,1,55,49,1,1,2,0,2,2,2.265957943627823,3.3432632393797053,1.1347515577612766,19.092211830075286,0,2,0,1,0,0,0,1,0,0,1,2,393,5,2,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,1,0,0,0,0,0,1
7,1898896,414115,825791,355008,303980,0,6.6152187640337985,1164,2350,397,120,1,1540,1,244,0,161.84637498128828,79.15095650974631,7.974080854835687,195.31348079574323,6,1,1,0,4,0,4,1,1898896,12,5,4,256,7,0,5052,35,0,0,1,1,1,86,48,1,1,2,0,2,2,2.030122552688575,2.952714467205006,0.9706305111286395,13.506127634428744,0,2,0,1,0,0,0,1,0,0,1,2,86,5,3,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
4,1932276,460548,782662,379412,309653,4,6.791413754736668,1440,3101,503,120,1,2649,1,240,0,162.1896054180429,78.54615560750963,8.673596387971411,230.50354011124796,1,1,1,0,4,0,4,1,1932276,12,5,4,256,7,0,5000,50,0,0,1,1,1,61,181,0,1,2,2,2,2,2.1754678706761963,3.192640361202859,1.0684825284200121,14.453212932380382,0,2,0,1,0,0,0,1,0,0,1,2,230,5,4,2,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,1,0,0,0,0,1,0
9,2141323,465122,896279,436503,343418,0,7.712731797910358,1962,2562,423,120,1,4628,1,315,0,160.6151717343965,125.22108759417064,6.1543840225460755,233.6785253505636,6,1,1,0,4,0,4,1,2141323,13,5,4,322,7,0,5674,94,0,0,1,1,1,40,50,1,1,2,1,2,2,2.2968233489139376,3.3188436257904805,0.6177382488314547,36.6429493,0,2,1,2,0,0,0,1,0,0,0,2,150,5,2,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
10,1594262,397487,608028,304152,284496,0,6.762999202301709,1202,2703,438,149,0,829,1,556,0,169.56583886494522,76.18396171048202,9.647169368385624,240.21972878258106,3,1,1,0,0,0,4,1,1594262,13,5,4,381,7,0,5598,83,0,0,0,1,1,48,50,0,1,2,1,2,2,2.3299920230170894,3.179599042762051,0.7,32,0,2,0,2,0,0,0,1,0,0,1,2,509,5,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
10,2150328,469105,891322,446658,343243,0,7.79238886,2061,2611,432,120,1,4225,1,289,0,160.22320003171026,130.1356096335016,5.931111199195136,233.0389996432597,7,1,1,0,4,0,4,1,2150328,12,5,4,256,7,0,5572,98,0,0,1,1,1,38,50,0,2,2,2,2,2,2.326888880080486,3.5159222120925593,0.6264500019818906,32,0,2,1,2,0,0,0,1,0,0,1,2,153,5,2,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
9,860031,262205,205675,206135,186014,2,6.844479918840054,1340,3002,482,120,0,1743,1,193,0,164.51263651012232,75.50031926956048,8.577919675360215,223.33120486959677,1,2,1,0,2,1,7,1,860031,14,4,3,341,5,0,5111,75,0,0,1,1,1,80,75,0,1,2,0,2,2,2.3110401623198924,2.122559228980511,0.8665602434798387,25.009578086814518,0,2,0,2,0,0,0,1,0,0,0,2,806,5,4,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
8,1577390,398218,604591,308030,266549,0,6.756482529,1249,2801,454,143,0,1141,1,494,0,168.38116867945598,75.88997536492018,9.716766717161448,237.06336098876412,3,1,1,0,0,0,4,1,1577390,14,5,4,391,7,0,5529,76,0,0,0,1,1,51,50,0,1,2,1,2,2,2.2648252891780034,3.1717790347013604,0.7,32,0,2,0,2,0,0,0,1,0,0,1,2,476,5,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
4,2121421,480063,882965,425284,333107,0,7.044407978170588,1623,3025,495,120,1,3362,1,254,0,161.05173270110336,91.52828872,8.232590836398193,223.71800711258732,2,1,1,0,4,0,4,1,2121421,12,5,4,256,7,0,5169,92,0,0,1,1,1,35,50,0,2,2,2,2,2,2.0967409163601807,3.251252053814208,0.6782332938189594,32,0,2,1,2,0,0,0,1,0,0,1,2,188,5,3,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
4,2069322,458673,895205,383959,331482,1,6.77206917,1261,2757,447,120,1,4655,1,348,0,162.45344861609706,75.63241501794938,8.834828062535871,223.74140312679353,1,2,1,0,4,0,4,1,2069322,15,5,4,488,7,0,5544,75,0,0,1,1,1,48,49,1,1,2,0,2,2,2,2.5463100794443005,0.6735169964101237,46.46209482337583,0,2,0,1,0,0,0,1,0,0,0,2,165,5,4,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
5,792814,211417,265756,144837,170802,4,6.8794431515906656,1440,3101,498,120,1,589,1,78,1,164.68693733374866,76.86081200124598,8.141113697,209.02784242046673,1,1,1,0,4,1,6,1,792814,8,4,3,256,6,0,4551,30,0,0,1,1,1,75,102,0,1,2,0,2,3,2.220556848409335,3.1527192486585305,1.1768306183403971,12.26125332502681,0,2,0,2,0,1,0,1,0,0,1,2,1422,5,3,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
2,2114273,482773,880899,419999,330601,0,6.859456525687671,1515,3128,511,120,1,3149,1,245,0,161.2566020023152,81.98194836434052,8.801672229,221.41322747395407,1,1,1,0,4,0,4,1,2114273,12,5,4,256,7,0,5069,90,0,0,1,1,1,34,50,0,2,2,2,2,2,2.039832777134668,3.1858076937048683,0.6910376251446997,32,0,2,1,2,0,0,0,1,0,0,1,2,197,5,3,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
10,849442,267550,201852,199176,180862,2,6.836689854272673,1326,2933,473,120,1,1802,1,211,0,163.40717679399881,75.87048693972613,8.289930437181981,215.5972174872792,1,1,1,0,2,1,7,1,849442,10,4,3,256,6,0,4848,72,0,0,1,1,1,80,71,1,1,2,0,2,2,2.3266202914546534,1.997107231180791,1.2073379708545346,11.899304371819804,0,2,0,2,0,1,0,1,0,0,0,2,634,5,4,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
10,1615238,398687,619474,313418,283658,0,7.203787238810876,1363,2350,383,149,0,1542,1,557,0,168.99944846562533,99.47089455070788,8.591289853,250.4073872836331,4,1,1,0,0,0,4,1,1615238,14,5,4,425,7,0,5593,65,0,0,0,1,1,57,50,0,1,2,1,2,2,2.4321940417902597,3.267805958,0.8423925122404543,27.931642507415592,0,2,0,2,0,0,0,1,0,0,1,2,427,5,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,0
10,985443,264253,335646,178022,207520,0,6.7349209574612665,1377,3086,502,120,1,1198,1,260,0,163.31586946792606,74.31905149,8.465079042538735,218.69841914922532,1,3,1,0,2,1,5,1,985443,9,4,4,256,6,0,5017,86,0,0,1,1,1,53,50,0,1,2,0,2,2,2.4,2.2371382125577686,0.9396838298450644,25.36501808235944,0,2,0,2,0,1,0,1,0,0,0,2,638,5,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
6,2108321,464212,900456,405757,337895,0,7.137074514989605,1532,2712,442,120,1,4862,1,343,0,161.8039274243304,94.05135178724206,7.886036011819886,229.46639889016785,3,2,1,0,4,0,4,1,2108321,14,5,4,441,7,0,5627,85,0,0,1,1,1,42,50,1,1,2,0,2,2,2.109617728451904,2.808708310031439,0.6317786703661072,45.06720221966431,0,2,1,2,0,0,0,1,0,0,0,2,165,5,3,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
4,781657,211722,249162,148226,172546,4,6.890739923395732,1440,3099,497,120,1,630,1,103,0,164.7485551299763,76.93248668,8.130866922014226,210.6751332,1,1,1,0,4,1,6,1,781657,8,4,2,256,6,0,4551,29,0,0,1,1,1,75,102,0,1,2,1,2,3,2.2102889740047424,3.2205779480094847,1.1767863091800823,11.028897400474229,0,2,0,2,0,0,0,1,0,0,1,2,1456,5,3,2,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,1,1,1,0,0,0,0
7,1270812,325296,511526,199177,234812,0,6.522582715146976,1620,3769,629,120,0,943,1,240,1,164.85321235154464,71.32744936963115,8.322582715146977,190.50032084778135,1,1,1,0,0,0,4,1,1270812,11,4,4,256,6,0,5000,35,0,0,1,1,1,90,48,0,1,2,0,2,2,2.0451654302939533,2.8819338278824187,1.1991888909193027,14.258271514697654,0,2,0,1,0,1,0,1,0,0,1,2,499,5,3,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,0,0
4,917980,259002,241557,193194,224226,0,6.807798755458576,1400,3121,502,120,1,1252,1,440,0,163.92578842795797,74.71006222707118,8.4,230.91825764200672,1,4,1,0,1,1,5,1,917980,8,4,2,256,6,0,5011,74,0,0,1,1,1,46,50,0,1,2,0,2,2,2.3220124454142375,2.9377386463010096,0.8880497816569505,18.459128821003368,0,2,1,2,0,0,0,1,0,0,0,2,997,5,2,1,1,1,0,0,1,0,0,1,0,23,1,1,1,1,1,1,0,0,0,0,0,0,0
6,860922,220648,310125,146193,183955,3,6.828406329230858,1440,3133,506,120,1,564,1,124,1,164.40623481076972,76.01870443230915,8.243187341538285,211.57968353845712,1,2,1,0,4,1,5,1,860922,8,4,3,256,6,0,4678,44,0,0,1,1,1,65,87,0,1,2,0,2,3,2.2715936707691426,3.0353345572309727,1.069653291384801,17.87530378460567,0,2,0,2,0,1,0,1,0,0,1,2,1275,5,3,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
14,1647843,410563,625094,322562,289623,0,6.781682799299901,1110,2501,403,161,0,1134,1,679,0,172.09970237455298,77.16827992999009,10.156962059508418,244.82204049006933,4,1,1,0,0,0,4,1,1647843,15,5,4,490,7,0,5915,63,0,0,0,1,1,62,62,0,1,2,1,2,2,2.4747580105014855,3.2,0.7353387852979205,30.317200700099022,0,2,0,1,0,0,0,1,0,0,1,2,429,5,2,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
11,939063,292915,203866,245169,197112,1,6.816162871409461,1289,2883,465,120,1,2192,1,261,0,162.95558317100816,75.43942029959868,8.351511385771616,223.09068314629695,1,2,1,0,1,1,7,1,939063,14,4,3,470,6,0,5086,87,0,0,1,1,1,80,59,0,1,2,0,2,2,2.3676742571810774,1.9424430711419207,1.035558317100815,12.515113857716159,0,2,0,2,0,0,0,1,0,0,0,2,359,5,4,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
11,2152358,465426,894882,446783,345265,0,7.905221651888307,2106,2512,417,120,1,4550,1,306,0,160.21767236114124,135.6437089559035,5.575349502449807,235.0869876967437,8,1,1,0,4,0,4,1,2152358,12,5,4,281,7,0,5689,97,0,0,1,1,1,39,50,1,1,2,1,2,2,2.3594216754108315,3.4894240654945166,0.6130433743441877,33.826024606512576,0,2,1,2,0,0,0,1,0,0,0,2,146,5,2,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
8,2131759,464858,897489,427593,341818,0,7.545907743381295,1837,2605,428,120,1,4696,1,323,0,160.95967018846466,116.18817537332869,6.656212479259517,232.45786153693632,5,1,1,0,4,0,4,1,2131759,13,5,4,356,7,0,5660,92,0,0,1,1,1,40,50,1,1,2,1,2,2,2.242571623863836,3.171007675028953,0.6218071282102123,39.08427692612738,0,2,1,2,0,0,0,1,0,0,0,2,155,5,2,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
2,924026,247375,259696,183282,233671,0,6.809908029483833,1438,3196,514,120,1,914,1,478,0,164.28436501225175,74.60459852580831,8.4,233.92642358706695,1,4,1,0,1,1,5,1,924026,8,4,2,258,6,0,5001,67,0,0,1,1,1,37,50,0,1,2,0,2,2,2.3009197051616628,3.3843650122517297,0.80183941,19.93562063868359,0,2,1,2,0,0,0,1,0,0,0,2,1228,5,2,1,1,1,0,0,1,0,0,1,0,23,1,1,1,1,1,1,0,0,0,0,0,0,0
4,2096152,463876,901996,394420,335858,0,6.9248099977252195,1373,2767,448,120,1,4949,1,353,0,162.24226228112028,82.55800475487774,8.524555291395682,227.9132438857943,1,2,1,0,4,0,4,1,2096152,15,5,4,486,7,0,5610,82,0,0,1,1,1,43,50,1,1,2,0,2,2,2.0405886171464127,2.620603981723975,0.6369558537140191,48.173512228411425,0,2,1,2,0,0,0,1,0,0,0,2,170,5,3,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
2,1528840,386205,597812,290494,254231,0,6.73,1440,3200,522,120,1,1030,1,240,0,163.08578049535026,74.62654007076432,8.831181202993479,227.6729964617839,1,2,1,0,0,0,4,1,1528840,10,5,4,212,7,0,4939,100,0,0,1,1,1,33,50,0,2,2,1,2,2,2,3.14,0.7,32,0,2,1,2,0,0,0,1,0,0,1,2,549,5,2,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,1,0,0,0,0,1,0
2,1538294,380567,601699,277988,277752,1,6.728835836,1438,3195,521,120,1,504,1,240,0,162.8954445745384,74.59696304969226,8.379088914907681,228.8127213976899,1,1,1,0,0,0,4,1,1538294,8,5,4,128,7,0,4820,119,0,0,1,1,1,22,49,0,1,2,0,2,2,2,3.1387852198769077,0.7015184751538656,31.898768323075625,0,2,0,1,0,1,0,1,0,0,1,2,627,5,2,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
4,2055014,455034,889608,381199,329171,1,6.751757585,1247,2726,443,120,1,4405,1,340,0,162.41959597429124,75.51054551,8.787434364007751,221.37171820038753,1,2,1,0,4,0,4,1,2055014,15,5,4,470,7,0,5503,71,0,0,1,1,1,51,49,1,1,2,0,2,2,2,2.572715140052824,0.6978908985102995,43.88929404613505,0,2,0,1,0,0,0,1,0,0,0,2,159,5,4,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
3,1998568,469583,818915,393228,316842,2,6.768411365255661,1440,3138,510,120,1,2780,1,240,0,161.89386041042994,77.33031502065637,8.870759726380047,226.49455223027235,1,1,1,0,4,0,4,1,1998568,12,5,4,256,7,0,5000,65,0,0,1,1,1,51,132,0,1,2,2,2,2,2.1097467578733173,3.1729240273619954,0.9304681915339662,21.025324212668277,0,2,0,1,0,0,0,1,0,0,1,2,220,5,4,2,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,1,0,0,0,0,1,0
2,1528509,386452,597693,291044,253229,0,6.73,1440,3200,522,120,1,1053,1,240,0,163.09373065535397,74.62767581,8.850488734431032,227.61620960461462,1,2,1,0,0,0,4,1,1528509,10,5,4,216,7,0,4944,99,0,0,1,1,1,34,50,0,2,2,1,2,2,2,3.14,0.7,32,0,2,1,2,0,0,0,1,0,0,1,2,546,5,2,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,1,0,0,0,0,1,0
5,2015447,444969,874131,373567,322778,1,6.695588378,1210,2639,433,120,1,3712,1,318,0,162.3259806297513,75.17353026710468,8.656372881651821,214.81864408259102,2,2,1,0,4,0,4,1,2015447,14,5,4,422,7,0,5391,62,0,0,1,1,1,60,49,1,1,2,0,2,2,2,2.6457351087939855,0.7652939465790638,36.77452786109882,0,2,0,1,0,0,0,1,0,0,0,2,141,5,4,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
9,2148244,469895,890719,445116,342512,0,7.738449897701272,2029,2641,437,120,1,4163,1,286,0,160.28294780562322,127.35152933519645,6.097077237842239,232.36683718673893,7,1,1,0,4,0,4,1,2148244,12,5,4,256,7,0,5543,97,0,0,1,1,1,37,50,0,2,2,2,2,2,2.310292276215776,3.4968361176481424,0.6301842378514504,32,0,2,1,2,0,0,0,1,0,0,1,2,156,5,2,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
2,1546007,387627,607316,299270,251794,0,7.104167012248204,1577,2900,475,120,1,1674,1,240,0,162.61011485826813,94.39601824670514,7.966281041120636,236.21026491687886,1,2,1,0,0,0,4,1,1546007,12,5,4,256,7,0,4942,83,0,0,1,1,1,42,50,0,1,2,1,2,2,2.086346233595739,3.2148334024496408,0.8208847270340349,28.546150656170433,0,2,1,2,0,0,0,1,0,0,1,2,473,5,2,2,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,1,0,0,0,0,0,0
3,1471837,376451,578978,275300,241106,0,6.675432709875737,1488,3351,550,120,0,1228,1,240,0,163.61179333924417,73.77641332151165,8.879690693502432,217.5100365,1,2,1,0,0,0,4,1,1471837,12,5,4,256,6,0,5000,75,0,0,1,1,1,53,49,0,1,2,0,2,2,2,3.083060219000768,0.830486998,27.255018250063998,0,2,0,1,0,0,0,1,0,0,1,2,494,5,2,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,1,0,0,0,0,0,0
4,1973176,466122,805029,387936,314088,3,6.777222021128852,1440,3124,507,120,1,2730,1,240,0,162.00714027165668,77.79602112,8.795239819,228.03012368245695,1,1,1,0,4,0,4,1,1973176,12,5,4,256,7,0,5000,59,0,0,1,1,1,54,151,0,1,2,2,2,2,2.1349200603681466,3.180476018110444,0.9833321267731077,18.507993963185356,0,2,0,1,0,0,0,1,0,0,1,2,223,5,4,2,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,1,0,0,0,0,1,0
5,1936384,428870,835249,364562,307701,0,6.558306976822855,1171,2558,427,120,1,1730,1,240,0,161.8478948430708,74.32956117334656,8.453508594881976,199.04753893771894,4,1,1,0,4,0,4,1,1936384,12,5,4,256,7,0,5000,45,0,0,1,1,1,75,48,0,1,2,0,3,2,2,2.960842062771674,0.9239474215354072,17.07017189763952,0,2,0,1,0,0,0,1,0,0,1,2,112,5,4,2,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
6,858893,220373,308803,146153,183563,3,6.8299265798094435,1440,3132,506,120,1,564,1,123,1,164.41459618895195,76.04378856685581,8.240146840381113,211.50367100952786,1,2,1,0,4,1,5,1,858893,8,4,3,256,6,0,4675,44,0,0,1,1,1,65,87,0,1,2,0,2,3,2.270073420190557,3.038831133561719,1.072845818,17.708076220961278,0,2,0,2,0,1,0,1,0,0,1,2,1279,5,3,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
9,793288,234101,218641,163876,176669,1,6.715077658950582,1412,3119,505,120,0,1056,1,249,0,164.80798086728484,74.50554361265408,8.739689364197671,209.86475520061063,1,4,1,0,1,0,7,1,793288,12,4,2,512,5,0,4401,70,0,0,0,0,1,46,48,0,1,2,0,2,2,2.4,2.6341457515435955,0.8301553179011645,29.13524479938938,0,2,0,2,0,0,0,1,0,0,0,2,1383,5,2,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,0,0
12,1710844,407527,683207,327803,292306,0,6.684131609844096,1080,2411,395,149,0,1102,1,555,0,169.23374181530377,75.97283867690103,9.580987073830721,227.51109618421856,5,1,1,0,1,0,4,1,1710844,14,5,4,424,7,0,5657,53,0,0,0,1,1,71,49,0,1,2,0,2,2,2.3288064461501716,3.097283867690103,0.802716132,25.15225784600687,0,2,0,1,0,0,0,1,1,0,1,2,322,5,2,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
9,1586248,395116,606995,300469,283543,0,6.758415430166774,1235,2772,449,145,0,784,1,512,0,168.63991689368828,75.96394064800513,9.471152518404107,238.6612463,3,1,1,0,0,0,4,1,1586248,12,5,4,346,7,0,5490,88,0,0,0,1,1,44,50,0,1,2,1,2,2,2.2841543016677357,3.1740985162001283,0.7,32,0,2,0,2,0,0,0,1,0,0,1,2,526,5,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
2,2113976,482885,880813,419779,330497,0,6.851777198176521,1511,3132,511,120,1,3140,1,245,0,161.26510833432755,81.58557692,8.825300929,221.31753123881512,1,1,1,0,4,0,4,1,2113976,12,5,4,256,7,0,5065,90,0,0,1,1,1,34,50,0,2,2,2,2,2,2.037469907131237,3.1830903932009225,0.6915692708954716,32,0,2,1,2,0,0,0,1,0,0,1,2,197,5,3,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
6,821073,230323,236569,159425,194754,0,6.7404487383365375,1440,3179,513,120,0,836,1,328,0,164.8690557772465,74.47354316061188,8.652913678776228,216.9283266826047,1,5,1,0,2,0,6,1,821073,10,4,2,417,5,0,4532,65,0,0,0,0,1,38,48,0,1,2,0,2,2,2.3632284196940567,3.020629482,0.8,27.58741036,0,2,0,2,0,0,0,1,0,0,1,2,1469,5,2,1,1,1,0,0,0,0,0,1,0,21,1,1,1,1,1,1,0,0,0,0,0,0,1
7,961497,234279,375643,148195,203379,1,6.753040473536346,1440,3182,517,120,1,526,1,192,1,163.9917226044499,74.77516781,8.393919052927309,215.34797632318273,1,3,1,0,3,1,4,1,961497,8,4,3,256,6,0,4867,65,0,0,1,1,1,50,65,0,1,2,0,2,2,2.346959526463655,2.861993089133594,0.9113849944263247,26.16554791100204,0,2,0,2,0,1,0,1,0,0,1,2,1058,5,2,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
5,1604480,389348,628836,308012,278282,0,7.725012945776145,1712,2230,368,130,0,2209,1,357,0,164.07907779187317,127.10836643683434,6.489707802630582,255.82813463607192,3,1,1,0,0,0,4,1,1604480,12,5,4,318,7,0,5092,66,0,0,0,1,1,52,50,0,1,2,1,2,2,2.3487979286758165,3.3512020713241832,1.0175243497807849,22.927875720549004,0,2,0,2,0,0,0,1,0,0,1,2,401,5,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,0
5,768964,210250,245923,146631,166158,4,6.8973010554752445,1435,3081,495,120,1,651,1,66,0,164.7406232204554,77.14332216498013,8.108096833574265,208.32387334297064,1,1,1,0,4,1,7,1,768964,8,4,3,256,6,0,4514,27,0,0,1,1,1,80,106,1,1,2,0,2,3,2.205397889049511,3.1487200540296465,1.219460211095049,10.080968335742664,0,2,0,2,0,1,0,1,0,0,0,2,1445,5,4,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
5,1968712,439304,843515,374236,311655,0,6.590412476673355,1221,2678,445,120,1,1968,1,240,0,161.76414136519995,74.51102704206679,8.593097724666759,202.92811674573593,4,1,1,0,4,0,4,1,1968712,12,5,4,256,7,0,5000,53,0,0,1,1,1,67,48,0,1,2,0,3,2,2,2.9943434539200227,0.8820706825999719,19.861954493335208,0,2,0,1,0,0,0,1,0,0,1,2,129,5,4,2,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
11,967260,302592,202387,255755,206525,0,6.801079534448228,1279,2882,465,120,1,2327,1,319,0,162.7835208561989,75.04602327758855,8.4,226.8636275585831,1,3,1,0,1,1,6,1,967260,15,4,3,484,6,0,5178,96,0,0,1,1,1,75,50,0,1,2,0,2,2,2.389204655517711,1.8835208561989074,0.9784093110354226,13.755674113760207,0,2,1,2,0,0,0,1,0,0,0,2,261,5,3,1,1,1,0,0,1,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,0,0
10,896131,271851,214747,220233,189299,2,6.836886137400274,1326,2934,473,120,1,1799,1,211,0,163.41149502280604,75.87460888540575,8.289341587799179,219.36049526795074,1,2,1,0,2,1,7,1,896131,13,4,3,417,6,0,4941,72,0,0,1,1,1,80,71,0,1,2,0,2,2,2.3262277251994528,2.253292061004106,1.0811495022806021,11.893415877991789,0,2,0,2,0,0,0,1,0,0,0,2,636,5,4,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
