,Unnamed: 0,Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Neural processor (NPU),Total score,RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Battery capacity (mAh),Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,Flash,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price category,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,Speakers_Mono,Speakers_Stereo,LTE Cat*,Proximity sensor,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan
226,226,5,146527,55975,15438,50884,24230,6,5.7,720,1520,301,60,0,430,0,120,146.2,70.9,8.3,149,0,1,1,0,0,2,1,146527,2,1,1,16,1,1,3000,47,0,0,13,0,1,0,0,1,2,5,1.12,5,0,0,1,1,1,0,1664,0,1,1,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1
227,227,5,135122,48967,14577,43997,27581,2,6.5,720,1560,259,60,0,400,0,120,163.3,77.5,8,183,0,1,1,3,0,2,1,135122,3,3,1,32,1,1,4000,15,0,0,13,0,1,0,0,1,2,3.003953901,0.9680385288966724,8,0,0,1,1,1,1,1787,0,1,1,1,1,0,0,1,0,4,1,1,1,0,0,0,0,0,1
228,228,5,867043,245408,270079,161725,189831,5,7.6,1768,2208,374,120,1,500,1,120,158.2,128.1,6.4,271,0,2,2,2,4,2,1,867043,12,4,4,256,6,0,4400,25,1,1,12,0,2,0,2,2,2.2,3.2,1.22,10,1,1,0,0,1,2,1117,6,4,2,1,1,1,1,0,1,20,1,1,1,1,1,1,0,0,1
229,229,5,579837,207203,138493,95482,138659,3,6.7,1080,2400,393,120,0,500,1,120,163.7,76.1,7.6,181,7,1,1,1,0,3,1,579837,6,3,2,128,4,1,5000,25,0,0,108,0,1,0,1,2,2.2,2.8,0.8,32,0,1,0,0,1,1,874,1,4,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
230,230,3,176485,61618,18522,46027,50318,6,6.5,720,1600,270,90,0,450,0,120,167.24,76.54,9.36,203,2,1,1,2,0,3,0,176485,4,3,2,64,1,1,5000,10,0,0,50,0,1,0,0,1,2,2.76,1.12,8,0,0,1,1,0,1,933,0,2,1,1,1,0,0,1,0,12,1,1,1,0,0,0,0,0,1
231,231,3,1143555,322034,366600,210728,244193,0,6.9,1080,2640,413,165,1,500,1,120,170.83,73.95,6.99,188.5,2,2,2,2,6,3,1,1143555,8,4,4,256,6,0,3800,30,1,0,12,0,1,0,2,2,2.4,3,0.7,32,1,1,0,0,1,2,448,4,4,1,1,1,1,0,0,1,20,1,1,1,1,0,0,0,0,1
232,232,4,394850,135356,69876,96988,92630,6,6.5,720,1600,270,90,0,450,0,120,163.66,75.13,8.68,194,0,1,1,2,0,2,1,394850,4,3,2,128,3,1,5000,22,0,0,50,0,1,0,0,1,2,3.003953901,0.9680385288966724,8,0,1,1,0,0,0,540,0,2,1,1,1,0,0,1,0,18,1,0,1,0,0,0,0,0,1
233,233,5,162430,60921,16172,44078,41259,7,6.5,720,1600,270,90,0,400,0,120,164.7,76.7,9.1,195,0,1,1,2,0,2,0,162430,3,3,2,32,1,1,5000,15,0,0,50,0,1,0,0,1,2.2,3.003953901,0.9680385288966724,5,0,0,1,1,1,0,721,0,2,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1
234,234,2,432860,137944,65959,112970,115987,0,6.67,1080,2400,394,120,0,1300,0,120,161.1,74.95,7.98,179,4,1,1,1,0,3,1,432860,8,3,2,256,4,1,5000,67,0,0,64,0,1,0,0,2,2.6,3.06,1,16,0,0,1,1,1,1,234,0,2,2,1,1,0,0,0,1,20,0,1,1,0,0,0,0,0,1
235,235,14,380482,122880,76972,82260,98370,3,6.4,1080,2400,409,60,0,430,1,180,160.6,73.9,8.1,176,0,1,1,1,0,2,1,380482,6,3,2,128,3,1,4500,50,0,0,108,0,1,0,1,2,2.5,3,1,16,0,0,1,0,1,1,1270,1,2,1,1,1,1,0,1,0,15,1,1,1,0,0,0,0,0,1
236,236,3,261535,85300,38887,63200,74149,2,6.5,720,1600,270,90,0,400,0,120,162.7,74.66,8.19,183.45,1,1,1,2,0,3,1,261535,4,3,2,64,1,1,5000,10,0,0,50,0,1,0,0,1,2,4,1.12,8,0,0,1,1,1,0,599,0,1,1,1,1,0,0,0,1,7,1,1,0,0,0,0,0,0,1
237,237,3,274561,74416,26729,101944,71472,2,6.5,1080,2400,405,60,0,400,0,120,161.46,73.82,7.99,177,2,1,1,2,0,3,0,274561,4,3,2,128,4,1,5000,15,0,0,50,0,1,0,0,1,2,4,1.12,8,0,0,1,1,1,0,387,0,2,1,1,1,0,0,0,1,7,1,1,1,0,0,0,0,0,1
238,238,2,240697,88615,35342,63561,53179,2,6.53,1080,2340,395,60,0,440,0,120,162.3,77.3,9.6,198,0,1,1,2,0,2,1,240697,4,3,2,64,3,1,6000,18,0,1,48,0,1,0,0,1,2.1,4,1.12,8,0,0,1,1,0,0,1360,0,2,1,1,1,0,0,0,1,12,1,0,1,0,0,0,0,0,1
239,239,4,1307216,358602,494153,221955,232506,1,6.78,1224,2700,437,120,0,1600,1,120,163.8,74.9,8.1,192,0,2,2,1,6,3,1,1307216,12,4,4,256,6,0,5000,90,0,1,200,1,2,0,2,2,2.4,1.4,1.12,50,0,1,0,0,0,2,448,1,4,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
240,240,5,788690,227108,239255,147100,175227,5,6.7,1080,2640,426,120,1,850,1,120,166,72.2,6.9,183,0,2,2,2,4,2,1,788690,8,4,2,128,6,0,3300,25,1,1,12,0,1,0,2,2,2.4,3.2,1.22,10,1,1,0,0,1,2,1117,3,4,2,1,1,1,0,0,1,20,1,1,1,1,1,1,0,0,1
241,241,2,843942,245778,289930,133352,174882,0,6.67,1080,2400,395,120,0,500,1,480,163.2,75.95,7.7,195,3,2,1,2,4,3,1,843942,6,4,4,128,6,0,4500,67,0,0,64,0,1,0,2,2,2.45,2,0.8,20,0,1,0,0,1,2,813,1,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
242,242,2,667696,241677,167935,112520,145564,0,6.55,1080,2400,402,120,0,500,1,240,159.2,72.7,7.23,171,3,2,1,1,0,2,1,667696,8,3,2,128,4,0,4500,67,0,0,50,0,2,0,1,2,2.4,2.74,0.8,32,1,1,0,0,1,1,540,1,2,2,1,1,0,0,1,0,18,1,1,1,0,0,0,0,1,0
243,243,5,245083,82817,42396,52687,67183,7,6.7,720,1600,262,60,0,450,0,120,168.8,78.2,8.8,195,0,1,1,0,0,3,1,245083,6,3,2,128,1,1,5000,25,0,0,50,0,1,0,0,2,2,3.003953901,0.9680385288966724,8,0,0,1,0,1,0,326,0,2,1,1,1,0,0,1,0,7,1,0,0,0,0,0,0,0,1
244,244,8,1575346,388348,605136,293516,288343,0,6.8,1116,2480,400,120,0,1500,1,120,163.9,76.3,8.3,228,0,2,0,1,8,3,1,1575346,8,5,4,256,7,0,5000,80,0,0,64,1,2,2,2,2,2,2.8,0.7,16,0,1,0,0,1,2,540,2,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
245,245,2,307293,104304,40074,85588,77327,0,6.43,1080,2400,409,90,0,700,0,120,159.87,73.87,8.09,179,3,1,1,2,0,3,1,307293,4,3,2,64,4,1,5000,33,0,0,50,0,1,0,0,1,2.4,2.8,1.75,13,0,0,1,1,1,1,964,0,2,1,1,1,0,0,0,1,13,0,1,1,0,0,0,0,0,1
246,246,6,445821,138261,110572,87427,109561,0,6.43,1080,2400,409,60,0,450,0,180,159.9,73.2,7.5,173,0,1,1,1,0,3,1,445821,6,3,2,128,3,1,4500,33,0,0,64,0,1,0,0,1,2.4,3.003953901,0.9680385288966724,16,0,1,1,0,1,1,874,0,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
247,247,4,305561,99437,39627,92973,73524,2,6.7,1080,2388,391,90,0,500,0,120,163.4,74.7,7.45,177,0,1,1,2,0,3,1,305561,6,3,2,128,3,0,4000,22,0,0,64,0,2,0,0,1,2.5,3.003953901,0.9680385288966724,16,0,0,1,0,1,1,905,0,2,1,1,1,0,0,1,0,20,0,0,1,0,0,0,0,0,1
248,248,13,898158,302236,175175,230984,189763,1,6.8,1260,2844,460,120,1,2500,1,300,162.6,75.1,8.4,220,8,2,2,1,0,1,1,898158,12,5,4,256,7,0,5050,100,1,1,50,1,1,0,2,2,2.4,1.3,1.2,13,1,1,0,0,0,2,143,5,4,1,1,1,0,1,0,1,20,1,1,1,0,0,0,0,1,0
249,249,9,914034,250353,252652,194177,216852,1,6.74,1080,2412,394,120,0,950,1,240,162.4,74.1,7.66,181,0,2,1,1,4,3,1,914034,12,5,4,256,6,0,4600,80,0,1,50,1,1,0,1,2,2.4,2.74,0.8,32,0,1,0,0,0,1,234,1,4,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
250,250,6,828992,267871,255018,141317,164786,0,6.74,1080,2412,451,120,0,1100,1,120,162.5,75.3,8.4,186,4,0,0,1,4,3,1,828992,8,3,2,128,6,1,5500,100,0,0,50,0,1,0,1,2,2.4,3,1,16,0,1,0,0,1,1,143,1,2,1,1,1,0,0,0,1,13,1,1,1,0,0,0,0,0,1
251,251,3,682982,170712,167981,196099,148190,4,6.9,1080,2640,413,120,1,3000,1,300,171.3,73.99,7.25,188,0,4,2,2,0,0,1,682982,8,4,4,256,4,0,4200,30,1,1,50,0,1,0,1,2,2.4,3,1.12,32,1,1,0,0,1,2,52,2,4,1,1,1,0,0,0,1,20,1,1,1,1,0,0,0,0,1
252,252,5,637281,182224,197088,131751,126218,3,6.4,1440,3040,522,60,0,1200,1,120,157.6,74.1,7.8,175,8,2,2,1,0,2,1,637281,8,3,2,128,3,1,4100,15,1,1,12,1,2,0,2,4,1.9,2.65,1.22,10,0,0,1,0,1,2,2001,3,4,2,1,1,1,0,0,1,20,1,1,1,1,1,1,0,1,0
253,253,5,591585,177788,135748,120328,157721,3,6.6,1080,2340,390,120,1,1000,1,240,162.3,78.6,9.1,222,0,2,1,2,4,2,1,591585,6,3,2,128,6,1,6000,25,0,0,50,0,1,0,1,2,2.2,2,1.12,13,0,1,0,0,1,1,113,1,4,1,1,1,0,0,0,1,18,0,1,1,0,0,0,0,1,0
254,254,11,470535,139380,80644,127590,122921,0,6.78,1080,2436,393,120,0,500,0,120,165.4,75.9,7.8,199,0,2,1,1,0,3,1,470535,8,3,2,256,4,1,5000,70,0,0,50,0,2,0,1,2,1.9,1.57,0.9680385288966724,50,0,1,1,1,1,1,174,1,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
255,255,2,1120834,342500,337487,204589,236258,0,6.67,1080,2400,395,120,1,500,1,240,161.11,74.95,7.9,181,3,1,1,2,8,3,1,1120834,8,4,4,256,6,0,5000,67,0,0,64,0,2,0,1,2,2.5,3.1,1.12,16,0,1,1,0,1,1,479,1,2,2,1,1,0,1,0,1,20,1,1,1,0,0,0,0,1,0
256,256,9,2041218,442026,869942,383796,345454,0,6.82,1440,3168,510,120,1,4500,1,240,164.3,76.2,9.5,221,8,2,2,1,12,3,1,2041218,12,5,4,256,7,0,5000,100,1,1,50,0,1,0,2,2,2.4,2.74,0.8,32,0,1,0,0,1,2,234,3,4,2,1,1,1,1,0,1,20,1,1,1,0,0,0,0,1,0
257,257,2,264958,80359,42378,65742,76479,2,6.71,720,1650,268,60,0,400,0,120,168.76,76.41,8.77,192,0,1,1,3,0,3,1,264958,3,3,2,32,1,1,5000,10,0,0,50,0,1,0,0,1,2.2,2.76,0.9680385288966724,5,0,0,1,1,0,0,599,0,2,1,1,1,0,0,1,0,7,0,0,0,0,0,0,0,0,1
258,258,2,427408,151022,48864,117591,109931,2,6.79,1080,2460,396,90,0,550,0,120,168.6,76.3,8.2,199,3,1,1,2,0,2,1,427408,4,3,2,128,4,1,5000,18,0,0,50,0,1,0,0,1,2,3.003953901,0.9680385288966724,8,0,1,1,0,1,0,387,0,2,1,1,1,0,0,1,0,18,0,0,1,0,0,0,0,0,1
259,259,6,1077322,257553,457044,149592,213133,0,6.7,1440,3216,525,120,1,500,1,1000,163,73.9,8.6,200.5,0,2,2,1,6,2,1,1077322,8,4,4,128,6,0,5000,80,1,1,48,0,2,1,3,4,2.2,2.74,0.8,32,0,1,0,0,1,2,964,3,2,1,1,1,1,0,0,1,20,1,1,1,0,0,0,0,0,1
260,260,5,266455,76468,45756,70269,73962,3,6.4,1080,2340,403,60,0,630,0,120,159,75.1,8.9,188,0,1,1,3,0,2,1,266455,4,3,2,64,3,1,6000,15,0,0,48,0,1,0,1,1,2,4,1.12,20,0,0,1,1,1,1,1635,0,2,1,1,1,0,0,1,0,12,1,1,1,0,0,0,0,0,1
261,261,1,688276,207549,143090,171410,166227,1,7.6,1840,2208,378,120,0,1200,1,120,158.7,139.7,5.8,283,0,2,2,2,4,2,1,688276,12,4,4,256,6,0,4821,30,1,0,48,0,2,0,2,2,2.2,3,1.22,8,1,1,0,0,0,2,448,6,4,2,1,1,1,0,0,1,20,1,1,1,1,0,0,0,1,0
262,262,6,1618112,400518,604796,297685,315113,0,6.78,1264,2780,450,120,1,4500,1,360,163.3,75.3,8.8,207,5,2,2,1,8,3,1,1618112,12,5,4,256,7,0,5500,100,0,0,50,0,1,0,2,2,2.4,3.09,1,16,0,1,0,0,1,2,234,2,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
263,263,2,414048,143613,73067,88735,108633,0,6.67,1080,2400,395,120,0,1200,0,240,165.88,76.21,7.98,188,3,1,1,2,0,3,1,414048,4,3,2,128,4,1,5000,33,0,0,48,0,2,0,0,1,2.5,4,1.12,13,0,1,1,1,0,1,540,1,2,1,1,1,0,0,1,0,20,1,1,1,0,0,0,0,0,1
264,264,2,449423,150256,71009,116391,111767,0,6.67,1080,2400,395,120,1,1000,0,120,161.1,75,7.6,173.5,4,1,1,2,2,3,1,449423,6,3,2,128,4,1,5000,33,0,0,108,0,1,0,0,1,2.6,3.06,1,16,0,1,1,0,1,1,234,0,2,1,1,1,0,1,1,0,20,1,1,1,0,0,0,0,0,1
265,265,2,1224412,322096,447813,209816,244687,0,6.73,1440,3200,521,120,1,970,1,480,163.6,74.6,8.66,204,0,2,2,1,6,2,1,1224412,8,4,2,128,6,0,4600,120,1,1,50,0,2,1,2,2,2.5,3.14,0.7,32,0,1,0,0,1,2,995,3,2,2,1,1,1,0,0,1,20,1,1,1,1,0,0,0,1,0
266,266,3,478059,150291,88901,118823,120044,2,6.5,720,1600,405,120,0,500,0,120,162.7,74.64,8.03,183,2,4,1,2,0,3,1,478059,4,3,2,128,4,1,5000,18,0,0,50,0,1,0,0,1,2.4,2.76,0.9680385288966724,16,0,1,1,1,1,0,21,0,2,1,1,0,0,0,0,1,20,1,1,1,0,0,0,0,0,1
267,267,1,557412,170564,159884,80040,146924,1,6.3,1440,3040,537,90,0,450,1,120,160.4,75.1,8.2,193,8,2,2,0,2,3,1,557412,6,3,2,64,5,0,3700,18,1,0,12,1,1,0,1,2,2,3.09,1.22,8,1,0,0,0,1,2,1756,3,2,1,1,1,1,0,0,1,18,1,1,1,1,1,1,0,0,1
268,268,5,206005,75655,25987,49741,54622,7,6.5,720,1600,270,60,0,400,0,120,164.2,75.9,9.1,196,0,1,1,0,1,3,0,206005,3,3,2,32,1,1,5000,15,0,0,48,0,1,0,0,1,2.2,3.003953901,0.8,5,0,0,1,0,1,0,964,0,2,1,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1
269,269,2,395315,126946,79776,89546,99047,0,6.67,1080,2400,395,120,0,700,1,360,164.2,76.1,8.12,202,3,2,1,2,0,3,1,395315,6,3,2,64,4,1,5000,67,0,0,108,0,1,0,0,1,2.4,3.06,1,16,0,1,1,0,1,1,933,1,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
270,270,2,923576,246800,260294,182528,233954,0,6.81,1440,3200,515,120,1,900,1,480,164.3,74.6,8.4,234,8,0,2,1,4,2,1,923576,8,4,2,256,6,0,5000,67,1,1,50,0,2,1,2,2,2.3,3.4,0.8,20,0,1,0,0,1,2,1239,5,2,2,1,1,1,1,0,1,24,1,1,1,1,1,1,0,0,1
271,271,9,925642,243663,282654,180301,219024,0,6.7,1440,3216,525,120,1,500,1,240,163.6,74,8.3,193,8,2,2,1,4,2,1,925642,8,4,4,256,6,0,4500,65,1,1,50,0,1,0,2,2,2.4,2.8,0.8,32,0,1,0,0,1,2,1270,4,2,1,1,1,1,0,0,1,20,1,1,1,0,0,0,0,1,0
272,272,14,392223,139903,74754,78553,99013,2,6.6,1080,2400,399,90,0,480,1,120,163.8,75.8,8.9,202,0,2,1,2,0,2,1,392223,6,3,2,64,3,1,4300,30,0,0,64,1,1,0,1,3,2.1,3.1,1,16,0,0,1,1,1,1,1635,0,2,1,1,1,1,0,1,0,6,1,1,1,0,0,0,0,0,1
273,273,2,413625,129278,86115,91131,107101,0,6.43,1080,2400,409,60,0,500,1,120,160.46,74.5,8.29,178.8,3,1,1,2,0,3,1,413625,4,3,2,64,4,1,5000,33,0,0,64,0,1,0,1,2,2.4,3.06,1.12,13,0,0,1,1,0,1,721,0,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
274,274,9,634847,156616,149831,193311,135089,0,6.7,1080,2412,394,120,1,1200,1,240,161.5,74.8,7.4,181,5,1,1,1,0,3,1,634847,12,3,2,256,6,1,5000,80,0,1,50,1,2,0,1,2,2,2.75,0.64,50,0,1,0,0,1,1,82,2,4,1,1,1,0,1,0,1,20,1,1,1,0,0,0,0,1,0
275,275,14,400004,131692,95998,84006,88308,2,6.5,1080,2400,405,90,0,480,0,120,162.1,74.8,8.9,191,0,1,1,2,0,3,1,400004,4,3,2,128,3,1,4300,30,0,0,64,0,1,0,1,2,2,3.1,1,16,0,1,1,1,0,1,1635,0,2,1,1,1,0,0,1,0,6,1,1,1,0,0,0,0,0,1
276,276,14,1617092,390197,590392,347817,288686,0,6.74,1240,2772,451,144,1,1400,1,300,163.13,75.38,8.9,205,0,2,2,1,8,3,1,1617092,12,5,4,256,7,0,5240,150,0,0,50,0,2,0,2,2,2.5,3.09,1,16,0,1,0,0,1,2,356,1,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
277,277,5,246838,85230,38683,59147,63778,7,6.6,1080,2408,400,60,0,450,0,120,167.7,78,9.1,201,0,1,1,2,1,3,1,246838,4,3,2,64,1,1,5000,15,0,0,50,0,1,0,0,1,2,3.003953901,0.9680385288966724,13,0,0,1,0,1,0,540,0,2,1,1,1,0,0,1,0,7,1,0,1,0,0,0,0,0,1
278,278,9,643176,218085,138836,140981,145274,0,6.7,1080,2412,394,120,0,500,1,240,162.3,74.2,7.89,185,0,2,1,1,0,3,1,643176,8,3,2,128,4,0,4600,80,0,1,50,1,1,0,1,2,2.4,2.74,0.8,32,0,1,0,0,0,1,418,1,2,1,1,1,0,1,1,0,18,1,1,1,0,0,0,0,1,0
279,279,14,427848,138397,62224,112012,115215,2,6.72,1080,2400,392,120,0,950,0,240,165.6,76.1,7.69,188,4,1,1,2,2,3,1,427848,6,3,2,128,4,1,5000,45,0,0,108,0,1,0,0,1,2,1.67,0.9680385288966724,8,0,1,1,0,1,1,174,0,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
280,280,1,357020,115287,70626,78602,92505,1,5.81,1080,2340,443,60,0,700,1,120,144,69.4,8.2,143,0,1,1,3,0,2,1,357020,6,3,2,128,3,0,3140,18,0,0,12,0,2,0,1,2,2,2.8,1.12,8,1,0,1,0,1,1,1421,1,2,1,1,1,1,0,0,1,15,1,1,1,1,0,0,0,0,1
281,281,5,246418,63941,45129,73201,64147,3,6.4,1080,2340,403,60,0,600,1,120,159.2,75.1,8.9,191,0,1,1,3,0,2,1,246418,6,3,2,128,3,1,6000,15,0,0,64,0,1,0,1,1,2,2.8,0.8,32,0,0,1,1,1,1,1635,0,4,1,1,1,0,0,1,0,12,1,1,1,0,0,0,0,0,1
282,282,2,804182,230693,219195,151434,202860,0,6.28,1080,2400,419,120,0,500,1,480,152.7,69.9,8.16,176,0,2,2,1,4,3,1,804182,8,4,2,128,6,0,4500,67,0,0,50,0,2,1,2,2,2.4,3,0.7,32,0,1,0,0,1,2,995,2,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
283,283,14,277473,89633,40341,74976,72523,2,6.67,720,1604,264,90,0,625,0,120,164.6,76.1,7.64,185,4,1,1,2,0,3,1,277473,6,3,2,128,1,1,5000,45,0,0,50,0,1,0,0,1,2,2.76,0.64,8,0,0,1,0,0,0,143,0,2,1,1,1,0,0,1,0,7,1,1,1,0,0,0,0,0,1
284,284,6,2182943,476509,887854,456771,361809,0,6.78,1264,2780,450,120,1,4500,1,240,163.3,75.27,8.85,212,5,2,2,1,12,3,1,2182943,12,5,4,256,7,0,6100,100,0,0,50,0,2,0,2,2,2.4,3,1,16,0,1,0,0,1,2,82,2,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
285,285,12,1602804,385400,600606,329145,287653,0,6.78,1440,3200,517,120,1,800,1,300,164.4,75.3,9.7,221,8,2,2,1,8,3,1,1602804,12,5,4,256,7,0,4700,80,1,1,50,0,2,1,2,2,2.5,2.8,0.8,32,0,1,0,0,1,2,630,3,4,1,1,1,1,0,0,1,20,1,1,1,0,0,0,0,1,0
286,286,11,246517,76536,23834,81835,64312,2,6.6,720,1612,267,90,0,400,0,120,163.84,75.49,8.5,202,0,1,1,2,1,3,0,246517,8,3,2,64,1,1,5000,18,0,0,16,0,1,0,0,1,2,3.003953901,0.9680385288966724,8,0,0,1,1,0,0,540,0,2,1,1,0,0,0,1,0,7,1,0,1,0,0,0,0,0,1
287,287,2,154710,55442,10909,43235,45124,2,5.45,720,1440,295,60,0,530,0,120,146.3,70.4,9.5,165,0,1,1,0,0,2,1,154710,2,1,1,16,1,1,4000,47,0,0,12,0,1,0,0,1,2.2,5,1.12,5,0,0,1,1,0,0,1909,0,2,1,0,0,0,0,1,0,4,1,1,1,0,0,0,0,0,1
288,288,8,1357413,380150,491769,221977,263517,0,6.8,1080,2400,387,120,0,600,1,960,166.27,77.1,9.98,235,0,2,2,1,6,3,1,1357413,12,4,4,256,6,0,5000,65,0,0,64,0,1,2,2,2,2,2.8,1.12,16,0,1,1,0,1,2,783,2,2,2,1,1,1,0,0,1,20,1,1,1,1,0,0,1,0,0
289,289,5,1019212,309697,336948,159695,212872,5,6.1,1080,2340,425,120,1,780,1,240,146,70.6,7.6,167,8,2,2,1,4,2,1,1019212,8,4,4,128,6,0,3700,25,1,1,50,0,1,1,2,2,2.2,3.24,1.22,10,1,1,0,0,1,2,905,3,4,2,1,1,1,0,0,1,20,1,1,1,1,1,1,0,1,0
290,290,5,582257,178908,171919,95285,136145,3,5.8,1080,2280,438,60,0,800,1,120,142.2,69.9,7.9,150,8,2,2,2,0,2,1,582257,6,3,2,128,3,1,3100,15,1,1,12,0,2,0,2,2,1.9,2.65,1.22,10,0,0,1,0,1,2,2001,2,4,2,1,1,1,0,0,1,20,1,1,1,1,1,1,0,0,1
291,291,5,357038,132869,61405,68750,94014,6,6.6,1080,2408,399,90,0,380,0,120,167.2,76.4,9,203,0,1,1,2,2,3,1,357038,4,3,2,64,1,1,5000,15,0,0,48,0,1,0,0,1,2,5,1.12,8,0,1,1,1,1,0,1178,0,2,1,1,0,0,0,1,0,18,1,1,1,0,0,0,0,0,1
292,292,12,2111636,505590,864600,385208,356238,0,6.78,1260,2800,453,144,1,1400,1,300,163.53,75.68,8.34,190,4,2,1,1,18,3,1,2111636,8,5,4,256,7,0,5160,120,0,0,50,0,1,2,2,2,2.5,2.76,0.64,16,0,1,0,0,1,2,113,1,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
293,293,11,268982,88042,41301,69940,69699,2,6.82,720,1640,263,90,0,500,0,120,170.67,77.6,9.3,201,0,1,1,2,0,3,1,268982,4,3,2,128,1,1,7000,18,0,0,16,0,2,0,0,1,2,3.003953901,0.9680385288966724,8,0,1,1,1,0,0,418,0,2,1,1,1,0,0,0,1,7,1,0,1,0,0,0,0,0,1
294,294,6,838345,238939,202349,175746,221911,0,6.7,1080,2412,394,120,0,500,1,720,163.3,75.5,8.2,186,0,1,1,1,4,3,1,838345,8,4,4,128,6,0,5000,80,0,0,50,0,2,0,1,2,2.4,3.09,1,16,0,1,0,0,0,1,844,1,2,1,1,1,0,0,0,1,12,1,1,1,0,0,0,0,0,1
295,295,14,1515248,394334,511269,320030,289615,0,6.78,1264,2780,450,120,1,6000,1,360,162,75.1,8.65,191,5,2,0,1,8,3,1,1515248,12,5,4,256,7,0,5500,120,0,0,50,0,2,0,2,2,2.5,2.74,0.8,32,0,1,0,0,1,1,113,1,4,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
296,296,6,771755,227236,211176,152585,180758,0,6.43,1080,2400,410,90,0,450,1,180,159.12,73.31,8.25,189,0,2,1,1,8,3,1,771755,6,3,4,128,6,0,4500,65,0,0,50,0,2,0,1,2,2.5,2.8,0.8,32,0,1,0,0,1,1,1148,1,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,1,0
297,297,7,443825,152799,84257,95239,111530,1,6,1080,2520,457,60,0,700,1,120,153,67,8.3,161,8,1,1,2,0,3,1,443825,6,3,2,128,3,1,5000,30,0,0,12,0,1,0,0,1,2,4,1.12,8,0,1,1,0,0,1,813,1,2,1,1,1,0,0,1,0,18,1,1,1,0,0,0,0,0,1
298,298,2,953440,252004,295658,177263,228515,0,6.67,1080,2400,395,120,0,500,1,480,164.1,76.9,8.8,204,3,2,2,2,4,2,1,953440,8,4,4,128,6,0,5000,120,0,0,108,0,2,2,2,2,2.5,3.06,1,16,0,1,0,0,1,2,1086,2,2,2,1,1,1,0,0,1,18,1,1,1,1,0,0,0,0,1
299,299,2,882778,263673,230693,186334,202078,2,6.6,1080,2460,407,144,0,650,1,270,163.6,74.3,8.9,200,3,1,1,2,4,3,1,882778,8,4,4,128,6,0,5080,67,0,0,64,0,2,0,1,2,2,3.06,1,16,0,1,1,0,1,1,448,1,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
300,300,2,308207,89157,68651,65211,85188,0,6.39,1080,2340,403,60,0,430,1,120,156.8,74.5,8.7,179,0,2,2,1,1,3,1,308207,6,3,2,64,3,1,4030,18,0,0,48,0,1,0,1,2,2,2,0.8,32,0,0,1,1,0,1,1817,1,2,1,1,1,0,0,1,0,12,1,1,1,0,0,0,0,0,1
301,301,2,268860,90211,40709,63167,74773,2,6.5,1080,2400,405,90,0,400,0,120,161.9,75.5,8.9,181,0,1,1,2,0,3,1,268860,4,3,2,64,1,1,5000,22,0,1,50,0,1,0,0,1,2,3.003953901,1.12,8,0,0,1,1,0,0,933,0,2,1,1,1,0,0,0,1,7,1,1,1,0,0,0,0,0,1
