Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Display features,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),Total score,RAM size (GB),Memory type,Memory clock,Channels,Storage size (GB),Storage type,Memory card,OS suppoert (years),Battery capacity (mAh),Max charge power,Battery type,Battery replaceability,Wireless charging,Reverse charging,Fast charging,Full charging time (min),Web browsing (min),Watching video (min),Gaming (min),Standby (hr),Matrix (megapixels),Zoom,Flash,Stabilization,8K video recording,4K video recording,1080p video recording,Angle of widest lens (°),Camera features,Aperture,Sensor size,Pixel size (micron),Autofocus,Front camera megapixels,Video resolution,Depth sensor (TOF 3D),NFC*,Infrared port,Number of SIM*,Type of SIM card,Multi SIM mode,eSIM support*,Hybrid slot,5G support,Speakers,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price ($),Bundled charger,Max rated brightness in HDR (nits),RGB color space (%),PWM,Front camera Response time (ms),Front camera Focal length (mm),LTE Cat*,Front camera Max surface temperature (C),Front camera Stability (%),Front camera Graphics test (FPS),Graphics score,Web score,Video editing,Photo editing,Data manipulation,Writing score,Advanced cooling,Proximity sensor,Gyroscope,Accelerometer,Ambient light sensor,Compass,Fingerprint,Barometer,Hall,effect sensor,Face recognition sensor
Xiaomi,516984,152757,112540,108077,143610,AMOLED,6.67,1080,2400,395,120,1,500.0,1,240.0, - DCI-P3 - Always-On Display - DC Dimming,162.9,76.0,7.9,187.0,IP53,Glass,Plastic,"Yes, in-button",,TSMC,6.0,1,516984,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,No,2.0,5000,67.0,Li-Po,No,0,0,1,55.0,521.0,830.0,343.0,89.0,50.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.5,3.06,1.0,No,16.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,Yes,No,Yes,Mid-range,540,399.0,1,1200.0,98.9,120.0,1.0,16.0,,36.6,99.0,13.0,2256.0,9236.0,7182.0,23345.0,10881.0,13288.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Motorola,581580,176945,149417,115764,139454,IPS LCD,6.8,1080,2460,395,144,0,450.0,1,600.0, - DCI-P3,169.0,75.6,9.0,200.0,IP52,Plastic,Metal,"Yes, in-button",,TSMC,6.0,1,581580,8,LPDDR4X,2133.0,2.0,256,,No,1.0,5000,30.0,Li-Po,No,0,0,1,85.0,,,,,108.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.3,1.52,0.7,No,32.0,2160p (4K) at 30 FPS,No,Yes,No,1,Nano,,No,No,Yes,,No,No,No,Mid-range,1086,600.0,1,650.0,,,,26.0,18.0,,98.0,14.0,2440.0,11077.0,7587.0,28266.0,11224.0,15012.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Xiaomi,346380,110886,43151,105909,86434,AMOLED,6.67,1080,2400,395,120,1,1200.0,0,240.0, - DCI-P3 - Always-On Display,165.66,75.96,7.85,183.5,IP53,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,346380,4,LPDDR4X,2133.0,2.0,64,UFS 2.2,MicroSD,1.0,5000,33.0,Li-Po,No,0,0,1,71.0,500.0,910.0,333.0,113.0,50.0,Digital,LED,Digital,No,No,Up to 30FPS,120.0, - Bokeh mode - Pro mode,2.5,3.0,1.12,No,13.0,1080p (Full HD) at 30 FPS,No,Depends on the region,Yes,2,Nano,Standby,No,No,No,Mono,Yes,Yes,No,Mid-range,540,229.0,1,,100.0,484.0,5.0,,13.0,40.9,99.0,3.0,641.0,8729.0,4774.0,15397.0,7393.0,10232.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Honor,2088997,463679,902902,387755,334661,OLED,6.8,1280,2800,453,120,1,5000.0,1,360.0, - DCI-P3 - Always-On Display - DC Dimming,162.5,75.8,8.9,227.0,IP68,Eco-leather,Metal,"Yes, in-display",12.0,TSMC,4.0,1,2088997,16,LPDDR5X,4200.0,4.0,512,UFS 4.0,No,,5600,80.0,Li-Po,No,1,1,1,44.0,,,,,50.0,Optical,LED,Digital,No,Up to 60FPS,Up to 60FPS,122.0, - Bokeh mode - Pro mode - RAW support,2.0,2.51,0.64,Phase autofocus,50.0,2160p (4K) at 30 FPS,Yes,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,No,Flagship,174,1299.0,1,,,,,22.0,20.0,,,,,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Nokia,365970,117053,73685,81222,94010,IPS LCD,6.67,1080,2400,395,60,0,550.0,0,,,171.64,81.5,10.64,248.0,IP68,Plastic,Plastic,"Yes, in-button",,Samsung,8.0,1,365970,4,LPDDR4X,1833.0,2.0,64,UFS 2.1,MicroSD,2.0,4630,18.0,Li-Po,No,1,0,1,95.0,583.0,814.0,341.0,108.0,48.0,Digital,Dual LED,Digital,No,No,Up to 30FPS,123.0, - Bokeh mode - Pro mode,2.0,4.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,Yes,Stereo,Yes,Yes,No,Mid-range,1117,600.0,1,,128.3,1163000.0,26.0,,15.0,44.1,99.0,5.0,981.0,5649.0,4081.0,14188.0,6281.0,8821.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Tecno,269341,88409,39683,66062,75187,IPS LCD,6.9,1080,2460,389,90,0,450.0,0,,,173.1,78.5,9.4,231.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,1,269341,4,LPDDR4X,1866.0,2.0,64,eMMC 5.1,MicroSD,1.0,7000,33.0,Li-Po,No,0,1,1,125.0,,,,,50.0,Digital,Quad LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,2.0,2.76,0.64,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,No,Mid-range,844,160.0,1,,,,,,7.0,,98.0,4.0,719.0,6911.0,6406.0,15719.0,5423.0,9227.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,393950,142796,74296,75928,100930,IPS LCD,6.67,1080,2400,395,60,0,450.0,1,,,165.8,76.7,8.8,209.0,No,Glass,Plastic,"Yes, in-button",,Samsung,8.0,1,393950,4,LPDDR4X,2133.0,2.0,64,UFS 2.1,MicroSD,2.0,5020,33.0,Li-Po,No,0,0,1,80.0,627.0,837.0,333.0,143.0,64.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode - RAW support,2.48,3.1,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,No,Mono,Yes,Yes,No,Mid-range,1574,185.0,0,,99.8,2404.0,35.2,13.0,12.0,42.3,99.0,6.0,1044.0,5987.0,5446.0,16814.0,7066.0,9327.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Motorola,363832,115601,85399,80630,82202,IPS LCD,6.5,720,1600,270,120,0,450.0,0,,,163.94,74.98,8.39,189.0,Yes,Plastic,Plastic,"Yes, in-button",,Samsung,8.0,1,363832,4,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,5000,15.0,Li-Po,No,0,0,1,120.0,,,,,48.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,4.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,No,No,1,Nano,,Yes,No,Yes,Stereo,Yes,No,Yes,Mid-range,479,199.0,0,,,,,,18.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Huawei,1177226,347695,437576,177343,214612,OLED,6.67,1220,2700,444,120,1,550.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,161.0,74.5,8.3,197.0,IP68,Glass,Metal,"Yes, in-display",6.0,TSMC,4.0,1,1177226,8,LPDDR5,,4.0,128,UFS 3.1,Nano Memory,,4815,66.0,Li-Po,No,1,1,1,52.0,,,,,48.0,Optical,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.4,1.4,1.17,Laser autofocus,13.0,2160p (4K) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,Yes,No,Stereo,No,No,No,Flagship,540,645.0,1,,,,,13.0,20.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Xiaomi,844608,261543,203940,181754,197371,AMOLED,6.67,1220,2712,446,120,1,500.0,1,480.0, - DCI-P3 - Always-On Display - DC Dimming,163.1,75.9,8.6,202.0,IP53,Glass,Plastic,"Yes, in-display",4.0,TSMC,5.0,1,844608,8,LPDDR5,,4.0,128,UFS 3.1,No,2.0,5000,120.0,Li-Po,No,0,0,1,23.0,513.0,741.0,299.0,109.0,108.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.2,3.47,1.75,No,20.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,691,600.0,1,900.0,99.8,120.0,1.0,26.0,18.0,35.7,99.0,35.0,5860.0,10666.0,6830.0,20709.0,9913.0,16197.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Sony,561673,192991,111672,126029,130981,OLED,6.1,1080,2520,449,60,0,1000.0,1,120.0, - DCI-P3 - Always-On Display,155.0,68.0,8.3,164.0,IP68,Plastic,Plastic,"Yes, in-button",,Samsung,4.0,1,561673,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,5000,30.0,Li-Po,No,0,0,1,113.0,773.0,900.0,348.0,118.0,48.0,Digital,LED,Digital,No,No,Up to 30FPS,120.0, - Bokeh mode - Pro mode,2.0,4.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,Yes,No,,Mid-range,82,399.0,0,,98.1,240.0,3.0,27.0,18.0,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,472949,155531,104355,89865,123198,Super AMOLED,6.5,1080,2340,396,120,0,1000.0,0,, - DCI-P3 - Always-On Display,161.0,76.5,8.3,197.0,No,Plastic,Plastic,"Yes, in-button",,Samsung,5.0,1,472949,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,5000,25.0,Li-Ion,No,0,0,1,84.0,404.0,694.0,292.0,91.0,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.2,3.06,1.12,No,13.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,Yes,Stereo,Yes,No,Yes,Mid-range,265,299.0,0,,145.1,119.0,1.0,27.0,18.0,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Motorola,438394,148732,81757,93110,114795,IPS LCD,6.5,1080,2400,405,120,0,500.0,0,, - DCI-P3,161.83,73.96,8.59,184.0,Yes,Plastic,Plastic,"Yes, in-button",,Samsung,8.0,1,438394,4,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,1.0,5000,15.0,Li-Po,No,0,0,1,106.0,482.0,760.0,313.0,141.0,50.0,Digital,LED,Digital,No,No,Up to 60FPS,118.0, - Bokeh mode - Pro mode,2.2,4.0,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,Yes,Stereo,Yes,No,Yes,Mid-range,813,260.0,1,,,,,,18.0,,99.0,5.0,974.0,8179.0,4903.0,18370.0,7246.0,11576.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Tecno,442231,138931,69242,108730,125328,AMOLED,6.78,1080,2436,393,120,0,1300.0,0,180.0, - DCI-P3,165.5,76.1,7.9,198.3,IP53,Plastic,Plastic,"Yes, in-display",2.0,TSMC,6.0,1,442231,8,LPDDR4X,2133.0,2.0,256,UFS 2.2,MicroSD,,6000,70.0,Li-Po,No,0,1,1,60.0,768.0,963.0,334.0,155.0,108.0,Digital,Dual LED,Digital,No,No,Up to 60FPS,, - Bokeh mode - Pro mode,1.7,,,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,Yes,Yes,Yes,Mid-range,174,229.0,1,,138.6,90.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,1304206,340471,483139,238210,242386,AMOLED,6.67,1440,3200,526,120,1,550.0,1,480.0, - DCI-P3 - Always-On Display - DC Dimming,162.78,75.44,8.59,204.0,IP53,Glass,Plastic,"Yes, in-display",6.0,TSMC,4.0,1,1304206,8,LPDDR5,3200.0,4.0,256,UFS 3.1,No,1.0,5160,67.0,Li-Po,No,1,0,1,48.0,517.0,779.0,329.0,103.0,64.0,Digital,Dual LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.5,3.06,1.0,No,16.0,1080p (Full HD) at 60 FPS,No,Depends on the region,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,479,449.0,1,1400.0,98.4,120.0,1.0,,20.0,46.9,66.0,48.0,8154.0,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Honor,2087950,462650,902890,387761,334649,OLED,6.78,1264,2800,453,120,1,5000.0,1,, - DCI-P3 - Always-On Display - DC Dimming,161.8,75.4,8.1,199.0,,Glass,Metal,"Yes, in-display",12.0,TSMC,4.0,1,2087950,12,LPDDR5X,4266.0,4.0,256,UFS 4.0,No,,5450,66.0,Li-Po,No,1,1,1,55.0,,,,,50.0,Optical,LED,Digital,No,Up to 60FPS,Up to 60FPS,122.0, - Bokeh mode - Pro mode,2.0,2.76,,Laser autofocus,50.0,2160p (4K) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,,Flagship,234,625.0,1,,,,,22.0,20.0,,,,,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Honor,173584,60683,15786,47624,49491,TFT LCD,6.74,720,1600,260,90,0,450.0,0,,,167.48,76.85,8.27,196.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,0,173584,4,LPDDR4X,2133.0,2.0,128,eMMC 5.1,MicroSD,,6000,22.5,Li-Po,No,0,1,1,115.0,,,,,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,,0.8,No,8.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Mono,Yes,No,No,Budget,599,180.0,1,,93.7,,25.0,,7.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Motorola,1500053,384753,508342,340046,266912,POLED,6.9,1080,2640,413,165,1,3000.0,1,, - DCI-P3 - Always-On Display - DC Dimming,171.4,74.0,7.1,189.0,IPX8,Eco-leather,Metal,"Yes, in-button",8.0,TSMC,4.0,1,1500053,8,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,4000,45.0,Li-Po,No,1,1,1,47.0,482.0,837.0,314.0,79.0,50.0,Optical,LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.4,2.76,0.7,Phase autofocus (Dual Pixel),32.0,2160p (4K) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Flagship,82,,1,,94.4,90.0,11.0,24.0,20.0,,,,,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Honor,596600,194697,159947,118656,123300,IPS LCD,6.26,1080,2340,412,60,0,450.0,0,,,154.25,74.0,7.9,174.0,No,Glass,Metal,"Yes, in-button",,TSMC,7.0,1,596600,6,LPDDR4X,2133.0,2.0,128,UFS 2.1,No,1.0,3750,22.5,Li-Po,No,0,0,1,85.0,427.0,633.0,261.0,99.0,48.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,117.0, - Bokeh mode - Pro mode - RAW support,2.0,2.8,0.8,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,No,No,No,Flagship,1909,500.0,0,,98.6,,35.4,25.0,21.0,38.8,47.0,14.0,2479.0,6301.0,5743.0,14956.0,8108.0,10873.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,259923,83882,42251,58058,75732,Super AMOLED,6.4,1080,2340,403,60,0,650.0,0,, - Always-On Display,158.5,74.7,7.7,166.0,No,Plastic,Plastic,"Yes, in-display",,Samsung,10.0,1,259923,4,LPDDR4X,2133.0,2.0,64,UFS 2.1,MicroSD,2.0,4000,15.0,Li-Ion,No,0,0,1,110.0,420.0,678.0,278.0,86.0,25.0,Digital,LED,Digital,No,No,Up to 30FPS,123.0, - Bokeh mode - Pro mode,2.0,2.8,0.9,No,25.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Mid-range,2001,395.0,0,,141.5,119.0,7.0,25.0,12.0,44.5,97.0,4.0,746.0,4694.0,5144.0,8992.0,5417.0,6489.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Realme,271948,86762,32363,83661,69162,IPS LCD,6.6,1080,2408,401,60,0,450.0,0,180.0,,164.4,75.6,8.1,189.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,0,271948,4,LPDDR4X,,2.0,64,UFS 2.2,MicroSD,2.0,5000,18.0,Li-Po,No,0,1,1,132.0,,,,,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,2.76,0.64,No,8.0,720p at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,No,Budget,933,160.0,1,,96.0,,37.0,26.0,7.0,43.8,98.0,2.0,463.0,6904.0,4791.0,14919.0,5922.0,9296.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,185380,65256,18289,47967,53868,Super AMOLED,5.6,1080,2220,441,60,0,390.0,0,,,149.2,70.6,8.4,172.0,IP68,Glass,Metal,"Yes, rear",,Samsung,14.0,0,185380,4,LPDDR4,1333.0,2.0,32,eMMC 5.1,MicroSD,2.0,3000,18.0,Li-Ion,No,0,0,1,95.0,398.0,679.0,260.0,80.0,16.0,Digital,LED,Digital,No,No,Up to 30FPS,, - ,1.9,3.1,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Mid-range,2425,480.0,0,,,242.0,4.6,27.0,11.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Samsung,1744272,436877,675490,334989,296916,Dynamic AMOLED,6.2,1080,2340,416,120,1,2600.0,1,240.0, - DCI-P3 - Always-On Display,147.0,70.6,7.6,167.0,IP68,Glass,Metal,"Yes, in-display",8.0,Samsung,4.0,1,1744272,8,LPDDR5X,4200.0,4.0,128,UFS 4.0,No,,4000,25.0,Li-Ion,No,1,1,1,75.0,440.0,718.0,244.0,97.0,50.0,Optical,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,3.2,1.12,Phase autofocus,12.0,2160p (4K) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Flagship,234,799.0,0,,98.9,483.0,1.0,26.0,20.0,,,,,16387.0,8029.0,35681.0,15870.0,21959.0,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Xiaomi,1183140,318629,435995,209311,219205,AMOLED,6.28,1080,2400,419,120,0,500.0,1,480.0, - DCI-P3 - Always-On Display - DC Dimming,152.7,69.9,8.16,180.0,No,Glass,Metal,"Yes, in-display",6.0,Samsung,4.0,1,1183140,8,LPDDR5,3200.0,4.0,128,UFS 3.1,No,1.0,4500,67.0,Li-Po,No,1,1,1,46.0,377.0,646.0,282.0,71.0,50.0,Digital,Dual LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode - RAW support,2.4,3.06,0.7,No,32.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,995,580.0,1,1100.0,,,,26.0,20.0,,60.0,52.0,8742.0,11520.0,7459.0,28709.0,9603.0,14811.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Asus,1340037,367963,486752,217995,267327,AMOLED,6.78,1080,2448,395,165,0,830.0,1,720.0, - DCI-P3 - Always-On Display - DC Dimming,173.0,77.0,10.3,239.0,IPX4,Glass,Metal,"Yes, in-display",6.0,TSMC,4.0,1,1340037,8,LPDDR5,3200.0,4.0,128,UFS 3.1,No,1.0,6000,65.0,Li-Po,No,0,1,1,62.0,596.0,780.0,365.0,112.0,50.0,Digital,LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.0,2.93,1.22,No,12.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,Yes,No,Yes,Flagship,783,1000.0,1,1200.0,100.0,672.0,1.0,27.5,20.0,40.6,94.0,62.0,10438.0,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
OnePlus,938580,245236,297942,176017,220385,AMOLED,6.62,1080,2400,397,120,0,500.0,1,600.0, - DCI-P3 - Always-On Display,162.2,74.6,8.3,198.5,No,Glass,Metal,"Yes, in-display",4.0,Samsung,5.0,1,938580,8,LPDDR5,2750.0,4.0,128,UFS 3.1,No,2.0,4500,65.0,Li-Po,No,0,0,1,38.0,,,,,50.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode - RAW support,2.0,3.06,1.0,Phase autofocus,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,1056,515.0,1,1300.0,,,,14.0,20.0,,66.0,34.0,5819.0,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Vivo,1503593,370139,497986,333589,301879,AMOLED,6.78,1260,2800,453,144,1,4500.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,163.72,75.88,7.98,194.9,IP64,Glass,Plastic,"Yes, in-display",8.0,TSMC,4.0,1,1503593,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,6000,80.0,Li-Po,No,0,1,1,39.0,,,,,50.0,Digital,LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.5,3.0,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,,Mid-range,143,375.0,1,,,,,,,,,,,9885.0,6158.0,27053.0,13322.0,14966.0,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,847196,208321,252530,174454,211891,AMOLED,6.81,1440,3200,515,120,0,900.0,1,480.0, - DCI-P3 - Always-On Display - DC Dimming,164.3,74.6,8.1,196.0,No,Glass,Metal,"Yes, in-display",4.0,Samsung,5.0,1,847196,8,LPDDR5,2750.0,2.0,128,UFS 3.1,No,2.0,4600,55.0,Li-Po,No,1,1,1,50.0,356.0,613.0,266.0,99.0,108.0,Digital,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode - RAW support,2.3,3.4,0.8,Phase autofocus,20.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,No,Flagship,1329,750.0,0,,,,,27.0,24.0,,91.0,30.0,5028.0,11360.0,7610.0,28449.0,9801.0,14867.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Motorola,554764,197538,94177,118975,144074,POLED,6.7,1080,2400,395,120,1,1200.0,0,240.0, - DCI-P3,162.56,74.75,8.29,190.0,No,Eco-leather,Plastic,"Yes, in-display",,Samsung,4.0,1,554764,8,LPDDR4X,2133.0,2.0,256,UFS 2.2,MicroSD,,5000,30.0,Li-Po,No,1,0,1,87.0,597.0,832.0,322.0,108.0,50.0,Digital,LED,No,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.4,,,No,32.0,1080p (Full HD) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,Yes,No,Yes,Mid-range,113,399.0,0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Motorola,672050,229784,171319,134277,136670,AMOLED,6.9,1080,2640,413,144,0,500.0,1,, - DCI-P3 - Always-On Display - DC Dimming,170.82,73.95,7.35,188.6,IP52,Plastic,Metal,"Yes, in-button",,Samsung,4.0,1,672050,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,No,,4200,30.0,Li-Po,No,1,0,1,61.0,463.0,747.0,295.0,82.0,64.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.4,3.0,0.7,No,32.0,2160p (4K) at 30 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Flagship,448,599.0,1,1400.0,98.6,180.0,1.0,25.0,18.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Huawei,542241,171381,118160,130301,122399,OLED,6.7,1084,2412,395,120,0,1200.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,161.54,75.36,6.98,191.0,No,Plastic,Plastic,"Yes, in-display",,,,1,542241,8,LPDDR5,3200.0,4.0,256,UFS 3.1,No,,4600,66.0,Li-Po,No,0,1,1,23.0,,,,,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.4,2.8,0.61,No,60.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Stereo,No,No,No,Mid-range,234,490.0,1,,,,,17.0,18.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
