Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Battery capacity (mAh),Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,Flash,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,LTE Cat*,Proximity sensor,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan,Always-On Display,DC Dimming,DCI-P3,Speakers,Launch price category
9,1995824,445895,817220,413097,319610,0,7.694675883970297,2003,2665,441,120,1,3674,1,160.7905720412428,124.92187530602106,6.195654682980501,233.6785253505636,2,2,2,1,10,3,4,1,12,5,4,256,7,0,5519,97,1,1,50,0,2,1,2,2,2.2968233489139376,3.4813468512510286,0.6332147464943639,32.0,0,1,0,0,1,2,237,2,1,1,1,1,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
9,2073834,462751,851527,426521,333034,1,7.61178037662204,1941,2686,442,120,1,3853,1,160.75563733228003,120.84298851856695,6.356054243483792,234.63993618413673,2,2,2,1,12,3,4,1,12,5,4,256,7,0,5461,81,1,1,101,0,1,2,2,2,2.331996809206836,3.4639936184136717,0.7834081365225687,25.19968092068358,0,1,0,0,1,2,173,2,1,1,1,1,0,20,1,1,1,0,1,1,0,1,0,1,1,1,1.0,5.0
2,1386093,355976,532703,269100,228313,0,6.761072225965794,1440,3179,517,120,1,1172,1,163.47610003567405,75.10791116748489,8.884533312193167,223.5272218038231,8,3,2,1,6,2,4,1,11,4,3,256,6,0,4908,78,1,1,60,0,1,1,2,2,2.0365555599597567,3.150966667987927,0.7950444558953678,27.978888404426748,0,1,0,0,1,2,686,2,2,1,1,1,0,20,1,1,1,1,0,0,0,1,0,1,0,1,1.0,5.0
8,950764,281524,224253,228103,216882,0,6.804447991884005,1340,3002,484,120,1,1788,1,163.35615862028092,74.87760040579973,8.4,229.5583935072043,8,2,2,1,1,1,6,1,12,4,3,398,6,0,5111,85,1,1,50,0,1,0,2,2,2.355520081159946,2.456158620280914,0.9110401623198925,16.113594318803763,0,1,0,0,0,2,630,3,1,1,1,0,1,21,1,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
8,1577390,398218,604591,308030,266549,0,6.7564825289178,1249,2801,454,143,0,1141,1,168.38116867945598,75.88997536492018,9.716766717161448,237.06336098876412,5,2,2,1,8,3,4,1,14,5,4,391,7,0,5529,76,0,1,50,0,1,1,2,2,2.2648252891780034,3.1717790347013604,0.7,32.0,0,1,0,0,1,2,476,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
4,951894,249471,333187,176541,192623,4,6.8588851105469235,1440,3115,502,120,1,575,1,164.34048064728916,76.57118404365883,8.167718641452126,213.0788981089095,8,2,2,1,3,2,6,1,8,4,3,225,6,0,4577,47,1,1,93,0,1,1,2,3,2.1516295418199096,3.185488862545973,1.094236808731765,15.320750399809937,1,1,0,0,1,2,1275,3,1,1,1,1,0,20,1,1,1,1,0,0,0,1,0,1,0,1,1.0,5.0
11,2107250,458013,869801,439613,339822,0,8.03,2173,2450,408,120,1,4323,1,160.07544743207933,142.4819304356692,5.205586166068354,238.14136365953567,0,2,2,1,11,3,4,1,12,5,4,256,7,0,5616,96,1,1,50,1,1,1,2,2,2.39068972321941,3.5813794464388202,0.6574824115810086,30.88276678632921,0,1,0,0,1,2,165,2,1,1,1,1,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,1446852,370490,560582,281317,234461,0,6.747473321147935,1440,3188,519,120,1,1228,1,163.34651047211563,74.90312765963948,8.961327127635194,225.0470994011132,8,3,2,1,7,2,4,1,11,4,3,256,6,0,4948,83,1,1,55,0,1,1,2,2,2.020556848409335,3.1461670545228007,0.7534478058642701,29.73874667497319,0,1,0,0,1,2,609,2,2,1,1,1,0,20,1,1,1,1,0,0,0,1,0,1,0,1,1.0,5.0
13,1615280,403705,610739,313812,286995,0,6.7750209028581665,1115,2522,407,160,0,950,1,171.99422237734964,76.761003337192,10.108802669753596,244.30710697177662,4,2,2,1,8,3,4,1,15,5,4,473,7,0,5882,70,0,1,50,0,1,1,2,2,2.450209028581665,3.1940250834298,0.7,32.0,0,1,0,0,1,2,466,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
3,1665300,414102,659777,325354,266065,1,6.755682897990871,1440,3158,514,120,1,1776,1,162.85712928240048,76.23967764628856,8.891226670345704,228.83449271363367,8,3,2,1,9,3,4,1,12,5,4,256,7,0,5000,73,1,1,105,0,1,1,2,2,2.0733797085453465,3.162013912563604,0.8540973879452275,24.66202914546536,0,1,0,0,1,2,408,2,2,1,1,1,0,20,1,1,1,1,0,0,0,1,0,1,1,1,1.0,5.0
2,1532619,383375,599169,284206,265677,0,6.73,1440,3200,522,120,1,771,1,162.99492834149365,74.61356119164195,8.610540257913117,228.3219404179026,8,2,2,1,8,3,4,1,9,5,4,171,7,0,4881,109,1,1,50,0,2,1,2,2,2.0,3.14,0.7,32.0,0,1,0,0,1,2,588,2,1,1,1,1,0,20,1,1,1,1,0,0,0,1,0,1,1,1,1.0,5.0
7,762830,216187,231542,145397,169704,2,6.769841914922533,1440,3140,507,120,0,730,1,165.06031617015492,75.37778680891546,8.555553297771137,207.34920957461267,8,0,2,1,3,2,7,1,10,4,2,422,5,0,4343,51,0,0,68,1,1,0,2,2,2.3301580850774677,2.9396838298450643,0.9466680213373175,24.31738935852146,0,1,0,1,1,2,1561,2,1,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,0,1,1.0,5.0
9,2005683,443223,822818,412725,326916,0,8.03,2122,2392,398,120,1,3979,1,160.2998149582009,142.6411590025942,5.216442659267786,242.3030193859845,0,2,2,1,10,3,4,1,12,5,4,256,7,0,5453,90,1,1,50,1,1,1,2,2,2.3725955678870236,3.545191135774048,0.749762603776178,28.711468146442872,0,1,0,0,1,2,209,2,1,1,1,1,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
12,950828,300227,198198,252411,199990,1,6.789711025995258,1278,2877,465,120,0,2325,1,162.86751332412328,75.0279771819668,8.44115589601897,224.04509493909896,8,3,2,1,0,1,7,1,15,4,3,512,5,0,5103,96,0,0,49,0,1,0,2,2,2.4,1.8131787140521651,0.9794220519905155,14.954905060901034,0,1,0,0,0,2,293,3,1,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,1589912,384477,630034,303965,271435,0,7.8832123515446515,1862,2277,378,120,1,2453,1,161.42356887995507,135.52961216155765,5.689071587792554,255.38676557648375,0,2,2,1,8,3,4,1,12,5,4,256,7,0,4822,69,1,1,50,0,1,1,2,2,2.266125927279535,3.3706424703089306,1.0725762981913494,21.354962908818592,0,1,0,0,1,2,400,2,2,1,1,1,0,20,1,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
4,1825872,440279,732029,352987,300513,4,6.784591288210033,1440,3112,505,120,1,2137,1,162.43207467248544,78.03145240177355,8.551572620088677,231.33962663757288,8,2,2,1,11,3,4,1,11,5,4,227,7,0,4960,61,1,1,166,0,1,1,2,2,2.155975109171525,3.1867925327514577,1.0275477292602022,16.402489082847524,1,1,0,0,1,2,321,3,1,1,1,1,0,20,1,1,1,1,0,0,0,1,0,1,1,1,1.0,5.0
6,1607420,391901,626277,309490,279751,0,7.58253955769286,1616,2263,372,136,0,2027,1,165.4240265753794,119.55385750710619,7.064160503382389,254.34641140000574,1,2,2,1,8,3,4,1,13,5,4,347,7,0,5229,66,0,1,50,0,1,1,2,2,2.3715936707691423,3.3284063292308574,0.9696532913848008,24.295620246148545,0,1,0,0,1,2,408,2,1,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,1489111,374437,566493,276541,271374,1,6.735889797549654,1424,3170,516,120,1,668,1,162.8747580105015,74.64206998249752,8.381682799299902,228.74758010501486,8,2,2,1,7,2,4,1,8,4,4,160,6,0,4851,118,1,1,50,0,1,0,2,2,2.0336559859980197,3.01883845040713,0.7252419894985146,30.40134066509407,0,1,0,0,0,2,589,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
3,1688911,397095,676283,328867,286664,0,8.03,1961,2211,368,120,1,2907,1,160.99958039452267,143.13776673159674,5.250302277154323,255.28253957582388,0,2,2,1,8,3,4,1,12,5,4,256,7,0,4945,72,1,1,50,1,1,1,2,2,2.3161628714094613,3.432325742818923,1.0375693558117471,21.939544569135364,0,1,0,0,1,2,347,2,1,1,1,1,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
13,1621368,404008,614139,316497,286721,0,6.906807264341151,1164,2418,391,160,0,1162,1,171.80293942461952,83.72382838442519,9.78871311017648,247.31879554914798,3,2,2,1,8,3,4,1,15,5,4,486,7,0,5878,65,0,1,50,0,1,1,2,2,2.479710837705416,3.220289162294584,0.7426072408186266,30.78265026232495,0,1,0,0,1,2,441,2,1,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
8,1795935,437145,707233,352041,299515,3,6.792128581193192,1298,2836,459,137,0,1970,1,166.5112090616424,78.21285811931918,9.269070598578697,237.50999316476575,6,2,2,1,10,3,4,1,13,5,4,356,7,0,5393,52,0,1,140,0,1,1,2,2,2.318071282102123,3.2,0.9547002050570278,19.8714188068082,0,1,0,0,1,2,318,3,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
4,772473,209287,251129,145518,166535,4,6.898436501225174,1440,3089,496,120,1,599,1,164.78252560192843,77.17608766579677,8.102575174452657,208.19313808394924,8,2,2,1,2,2,6,1,8,4,3,254,6,0,4502,25,1,1,107,0,1,1,2,3,2.1981605896766743,3.1994481769030023,1.2152175331593527,10.202335135565852,1,1,0,0,1,2,1474,3,1,1,1,1,0,20,1,1,1,1,0,0,0,1,0,1,0,1,1.0,5.0
3,1655143,392178,660663,319928,282373,0,8.03,1944,2192,365,120,1,2792,1,161.0741752868461,143.1907050422779,5.2539117074280375,256.66615451408126,0,2,2,1,8,3,4,1,12,5,4,256,7,0,4891,70,1,1,50,1,1,1,2,2,2.310147154286603,3.4202943085732063,1.0682495131383236,21.217658514392387,0,1,0,0,1,2,362,2,1,1,1,1,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
5,940054,267845,238450,210150,223607,0,6.806635017691081,1379,3080,496,120,1,1438,1,163.7279530074837,74.76824911544597,8.4,231.30801415286444,8,1,2,1,2,1,5,1,10,4,2,342,6,0,5067,78,1,1,50,0,1,0,2,2,2.3336498230891944,2.8279530074836945,0.8672996461783888,17.644512383756393,0,1,0,0,0,2,870,2,1,1,1,0,1,22,1,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,1533713,380058,598537,277571,277260,1,6.730354310869235,1439,3198,521,120,1,510,1,162.89848152484615,74.6025307919231,8.380101231676925,228.98481524846133,8,2,2,1,7,2,4,1,8,4,4,129,6,0,4821,119,1,1,50,0,1,0,2,2,2.0020246335384875,3.1327113192614453,0.7015184751538656,31.903829906921846,0,1,0,0,0,2,627,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
12,2073395,456081,848610,431636,337066,0,7.828989935728126,2019,2474,410,127,0,3937,1,162.0569369904842,131.8831534372956,6.020121062229244,237.608080514175,0,2,2,1,11,3,4,1,12,5,4,297,7,0,5748,94,0,1,50,0,1,1,2,2,2.4160808051417497,3.535676779433001,0.6244727246275749,32.0,0,1,0,0,1,2,192,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
6,1817681,418868,732984,356974,308695,0,7.3166460738234385,1782,2875,472,120,1,2305,1,161.57327734073777,105.19584908094546,6.944973450185744,232.1588634744339,4,2,2,1,9,3,4,1,9,5,4,185,7,0,5217,110,1,1,50,0,2,1,2,2,2.1805064842533657,3.3475824568913706,0.6593860410429927,32.0,0,1,0,0,1,2,410,2,1,1,1,1,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
4,1793235,433526,717201,344486,297932,3,6.778432663838489,1440,3122,507,120,1,1952,1,162.4848628813844,77.64433886984784,8.532216943492392,231.07568559307808,8,2,2,1,10,3,4,1,10,5,4,216,7,0,4944,68,1,1,153,0,1,1,2,2,2.1383790395385387,3.181513711861562,0.9905959830309312,18.162096046146136,1,1,0,0,1,2,356,3,1,1,1,1,0,20,1,1,1,1,0,0,0,1,0,1,1,1,1.0,5.0
5,940619,268567,237701,211098,223252,0,6.806519612595026,1377,3076,495,120,1,1456,1,163.70833414115444,74.7740193702487,8.4,231.2156900760208,8,1,2,1,2,1,5,1,10,4,2,345,6,0,5069,78,1,1,50,0,1,0,2,2,2.3348038740497397,2.808334141154421,0.8696077480994799,17.563728816518204,0,1,0,0,0,2,857,2,1,1,1,0,1,22,1,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,1667561,400321,664549,320415,282275,1,7.754148749363511,1809,2368,391,120,1,2600,1,161.4466962404066,128.86396878787522,6.0090594935982695,252.9447286445649,1,2,2,1,8,3,4,1,12,5,4,256,7,0,4844,62,1,1,83,0,1,1,2,2,2.2775730690539437,3.355146138107888,1.12,18.20584552431552,0,1,0,0,1,2,352,2,2,1,1,1,0,20,1,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
4,1759746,407410,709051,347619,295665,0,8.03,1997,2252,375,120,1,3146,1,160.84310223447093,143.02671771478583,5.242730753280852,252.38012209099332,0,2,2,1,9,3,4,1,12,5,4,256,7,0,5059,76,1,1,50,1,1,1,2,2,2.328782077865246,3.4575641557304926,0.9732114028872434,23.453849343829567,0,1,0,0,1,2,316,2,1,1,1,1,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,1624578,398628,640574,300559,284596,1,6.746607436124776,1440,3173,517,120,1,998,1,162.75765054750192,75.64389598498592,8.432194799249297,229.7117472624904,8,2,2,1,8,3,4,1,8,5,4,158,7,0,4862,102,1,1,85,0,1,1,2,2,2.04744981749936,3.154234945249808,0.7996446167486561,27.255018250063998,1,1,0,0,1,2,536,2,1,1,1,1,0,20,1,1,1,1,0,0,0,1,0,1,1,1,1.0,5.0
6,764105,211943,239713,144844,167604,3,6.834920060368146,1440,3114,501,120,0,665,1,164.9301598792637,76.28888084515405,8.327779788711487,207.67460030184074,8,1,2,1,2,2,7,1,9,4,2,339,5,0,4421,38,0,0,88,1,1,0,2,3,2.2650799396318537,3.069840120736293,1.0833321267731075,17.15879335950389,0,1,0,1,1,2,1521,3,1,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,0,1,1.0,5.0
3,882478,240194,250781,173265,218237,0,6.7821140545629826,1440,3191,514,120,0,874,1,164.5281577353938,74.5492982810236,8.50140343795279,227.15526793818665,8,0,2,1,4,2,5,1,9,4,2,320,5,0,4812,66,0,0,49,0,1,0,2,2,2.3253508594881973,3.2478948430708146,0.8,23.042103138583713,0,1,0,0,1,2,1331,2,1,1,1,0,0,22,1,1,1,0,0,0,0,0,1,1,1,1,1.0,5.0
5,1794855,412523,725292,356913,300126,0,8.03,2015,2272,378,120,1,3265,1,160.76554479481854,142.97167695116156,5.238977973942832,250.94155667808593,0,2,2,1,9,3,4,1,12,5,4,256,7,0,5115,78,1,1,50,1,1,1,2,2,2.3350367100952782,3.470073420190557,0.9413127785140796,24.204405211433425,0,1,0,0,1,2,301,2,1,1,1,1,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,1444143,360271,549279,263296,271050,0,6.742062127160466,1440,3200,520,120,1,560,1,163.11108722530815,74.6,8.383015531790118,229.75388294752912,8,1,2,1,7,2,4,1,8,4,3,147,6,0,4847,112,1,1,50,0,2,1,2,2,2.0452329768517465,3.179201913271514,0.7150776589505822,30.190680925930135,0,1,0,0,1,2,721,2,1,1,1,1,0,20,1,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
2,1326687,334668,484075,245072,262680,0,6.757390968615972,1440,3200,519,120,1,636,1,163.37934195077952,74.6,8.386847742153995,230.7119355384983,8,1,2,1,6,2,4,1,8,4,3,171,6,0,4881,101,1,1,50,0,2,1,2,2,2.102716132309897,3.2290206480019106,0.7342387107699656,27.891354707604123,0,1,0,0,1,2,838,2,1,1,1,1,0,21,1,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
5,831445,231991,238969,161763,198721,0,6.747486053633098,1440,3181,513,120,0,843,1,164.81147774300192,74.48633827933291,8.62732344133419,218.65566770994226,8,0,2,1,4,2,6,1,10,4,2,401,5,0,4579,65,0,0,48,0,1,0,2,2,2.356830860333547,3.059014837998717,0.8,26.81970324002566,0,1,0,0,1,2,1446,2,1,1,1,0,0,21,1,1,1,0,0,0,0,0,1,1,1,1,1.0,5.0
11,1025381,316001,233337,265836,210178,1,6.793442766252033,1276,2877,465,120,1,2312,1,162.62810243034843,75.05316261608594,8.398126504643438,226.2810243034843,8,3,2,1,0,1,6,1,15,4,4,476,6,0,5164,101,1,1,50,0,1,0,2,2,2.362530092868763,1.8348916656724532,0.9718975696515723,14.779820588733758,0,1,0,0,0,2,188,3,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
2,1575527,382609,621913,294843,276055,0,7.551969456022736,1740,2542,419,120,1,1827,1,161.82511686520104,118.0252786458781,6.4072733055454325,247.968525908217,2,2,2,1,8,3,4,1,10,5,4,208,7,0,4807,86,1,1,50,0,1,1,2,2,2.18968525908217,3.304393891204547,0.965559362715038,24.4125896367132,0,1,0,0,1,2,476,2,1,1,1,1,0,20,1,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
4,1809150,436819,724432,348631,299190,3,6.781435834262279,1440,3117,506,120,1,2043,1,162.45912142060905,77.83310958220041,8.54165547911002,231.20439289695483,8,2,2,1,10,3,4,1,10,5,4,222,7,0,4952,64,1,1,160,0,1,1,2,2,2.146959526463655,3.1840878579390965,1.0086150055736753,17.30404735363451,1,1,0,0,1,2,339,3,1,1,1,1,0,20,1,1,1,1,0,0,0,1,0,1,1,1,1.0,5.0
5,1604480,389348,628836,308012,278282,0,7.725012945776145,1712,2230,368,130,0,2209,1,164.07907779187317,127.10836643683434,6.489707802630582,255.82813463607192,0,2,2,1,8,3,4,1,12,5,4,318,7,0,5092,66,0,1,50,0,1,1,2,2,2.3487979286758165,3.3512020713241832,1.0175243497807849,22.927875720549004,0,1,0,0,1,2,401,2,1,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,1527594,389602,596822,297576,243593,0,6.731349472262378,1430,3179,518,121,0,1291,1,163.445036352331,74.70369509078422,9.093466912106969,227.51279945970353,7,3,2,1,8,3,4,1,12,5,4,262,7,0,5026,89,0,1,50,0,1,1,2,2,2.0134947226237774,3.1416193667148535,0.7,32.0,0,1,0,0,1,2,507,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
13,1948997,442296,783078,400130,323493,0,7.538627844166549,1759,2467,405,137,0,3124,1,165.08599432965457,116.69140880679387,7.204798395800479,239.9309772466676,1,2,2,1,10,3,4,1,13,5,4,356,7,0,5817,86,0,1,50,0,1,1,2,2,2.439309772466676,3.442760910133296,0.6453787952200084,32.0,0,1,0,0,1,2,262,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
3,1603816,389616,632260,296616,285067,0,6.870339478269753,1522,3122,510,120,1,931,1,162.5826168722207,81.91924355899172,8.036708045463222,229.75567411376022,7,2,2,1,8,3,4,1,8,5,4,141,7,0,4914,117,1,1,50,0,2,1,2,2,2.0431813779291548,3.189658584618528,0.6902841899659402,32.0,0,1,0,0,1,2,577,2,1,1,1,1,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
5,1805236,414034,730094,359662,301445,0,8.03,2020,2278,379,120,1,3300,1,160.7426118962366,142.9554019908776,5.237868317559836,250.51618839793704,0,2,2,1,9,3,4,1,12,5,4,256,7,0,5131,79,1,1,50,1,1,1,2,2,2.3368861374002736,3.4737722748005475,0.9318806992586042,24.426336488032845,0,1,0,0,1,2,296,2,1,1,1,1,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,891116,238776,257748,174682,219908,1,6.828466982681252,1440,3177,511,120,1,838,1,164.4025943482292,75.13349061079171,8.338443391062494,228.66509389208287,8,0,2,1,3,2,5,1,8,4,2,256,6,0,4897,58,1,1,61,0,1,1,2,2,2.279481130354165,3.3589622607083296,0.8861792525125076,17.948113035416483,0,1,0,0,1,2,1288,2,2,1,1,1,0,23,1,1,1,1,1,1,0,0,0,1,0,1,1.0,5.0
2,1225834,318345,429235,240073,238179,0,6.769789032551585,1440,3200,518,120,1,1101,1,163.7370464557222,74.6201054837242,8.731740481449426,230.48154034826365,8,2,2,1,6,2,4,1,10,4,3,256,6,0,5000,78,1,1,50,0,2,1,2,2,2.149208872068442,3.26931435579265,0.7497362906894808,26.031645117262308,0,1,0,0,1,2,872,2,2,1,1,1,1,21,1,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
6,830051,231767,238647,161449,198188,0,6.7465405726911,1440,3181,513,120,0,842,1,164.8192134961637,74.48461922307473,8.630761553850544,218.4235951150883,8,0,2,1,4,2,6,1,10,4,2,403,5,0,4573,65,0,0,48,0,1,0,2,2,2.3576903884626357,3.0538576692241843,0.8,26.92284661551631,0,1,0,0,1,2,1449,2,1,1,1,0,0,21,1,1,1,0,0,0,0,0,1,1,1,1,1.0,5.0
8,1573712,397582,604017,307258,264853,0,6.7546258846909435,1262,2829,459,142,0,1152,1,168.01652375330124,75.80234175741252,9.670721940335392,236.3578361825584,6,3,2,1,8,3,4,1,13,5,4,382,7,0,5492,77,0,1,50,0,1,1,2,2,2.246258846909432,3.169551061629132,0.7,32.0,0,1,0,0,1,2,478,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
4,1553635,385467,602789,285481,279666,0,6.739762149389903,1369,3053,497,128,0,597,1,164.87195417676025,75.0685831707153,8.754866536572246,232.31913079256677,7,2,2,1,8,3,4,1,9,5,4,202,7,0,5050,109,0,1,50,0,1,1,2,2,2.0976214938990223,3.1517145792678827,0.7,32.0,0,1,0,0,1,2,594,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
4,1804571,435871,722351,347438,298828,3,6.780571648068305,1440,3119,506,120,1,2017,1,162.4665287308431,77.77878930715062,8.538939465357531,231.16735634578453,8,2,2,1,10,3,4,1,10,5,4,220,7,0,4950,65,1,1,158,0,1,1,2,2,2.144490423052301,3.1833471269156903,1.0034298884098323,17.55095769476989,1,1,0,0,1,2,343,3,1,1,1,1,0,20,1,1,1,1,0,0,0,1,0,1,1,1,1.0,5.0
7,1827919,442886,724973,358407,301652,3,6.794384552751183,1338,2908,471,132,0,2150,1,165.30426427811716,78.43845527511829,9.077313016149455,235.930813074172,6,2,2,1,10,3,4,1,13,5,4,327,7,0,5280,50,0,1,157,0,1,1,2,2,2.284231708732257,3.2,1.0020756077748407,17.615447248817116,0,1,0,0,1,2,294,3,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
2,938481,250049,268568,184840,235016,0,6.808054722685483,1440,3200,515,120,1,890,1,164.265957646996,74.6,8.39951368067137,233.87842016784273,8,0,2,1,4,2,4,1,8,4,2,252,6,0,4995,68,1,1,50,0,2,1,2,2,2.292705210070564,3.393677848727822,0.7975684033568546,20.291791597177447,0,1,0,0,1,2,1224,2,1,1,1,1,0,23,1,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
3,1797859,431191,721334,349649,295683,3,7.236069076034183,1608,2758,451,120,1,2600,1,161.9100195254979,101.78904081908726,7.41587746832994,241.57224801050648,5,2,2,1,10,3,4,1,12,5,4,256,7,0,4929,52,1,1,146,0,1,1,2,2,2.2354527704092835,3.2709055408185663,1.12,14.836221632742657,0,1,0,0,1,2,288,3,2,1,1,1,0,20,1,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
4,1839766,445126,738538,360574,295527,4,6.7876022524415065,1440,3107,504,120,1,2369,1,162.45585739787822,78.22779743778527,8.681470912527242,231.11444660296476,8,2,2,1,11,3,4,1,12,5,4,256,7,0,5000,52,1,1,173,0,1,1,2,2,2.1645778641185904,3.189373359235577,1.0456135146490395,15.542213588140978,0,1,0,0,1,2,282,3,2,1,1,1,0,20,1,1,1,1,0,0,0,1,0,1,1,1,1.0,5.0
2,1594516,383677,632306,303229,275284,0,7.952596159658788,1887,2221,369,120,1,2474,1,161.30122040660004,139.19069557335814,5.445769216818907,257.21375753058743,0,2,2,1,8,3,4,1,11,5,4,248,7,0,4801,70,1,1,50,0,1,1,2,2,2.282137575305874,3.3845192319317574,1.094992605428224,20.714496987765028,0,1,0,0,1,2,401,2,1,1,1,1,0,20,1,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
2,1540595,381609,601107,279487,278115,0,6.732303571149871,1423,3165,516,122,0,523,1,163.36532137227388,74.71057141519378,8.468457132155033,229.78321419095602,7,2,2,1,8,3,4,1,8,5,4,145,7,0,4874,117,0,1,50,0,1,1,2,2,2.0230357114987063,3.1427642853798448,0.7,32.0,0,1,0,0,1,2,621,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
2,1484380,369042,571616,269539,273918,0,6.736810848782365,1440,3200,521,120,1,534,1,163.0191898536914,74.6,8.381702712195592,229.42567804889777,8,1,2,1,7,2,4,1,8,4,3,138,6,0,4835,115,1,1,50,0,2,1,2,2,2.0255406829338654,3.1621352585426834,0.7085135609779551,30.978372682645382,0,1,0,0,1,2,681,2,1,1,1,1,0,20,1,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
8,954419,286192,219408,234231,214587,0,6.803701587002554,1326,2975,480,120,1,1907,1,163.22926979043424,74.91492064987227,8.4,228.96126960204356,8,2,2,1,1,1,6,1,13,4,3,417,6,0,5125,87,1,1,50,0,1,0,2,2,2.3629841299744556,2.3292697904342554,0.9259682599489112,15.591110901788111,0,1,0,0,0,2,548,3,1,1,1,0,1,21,1,1,1,0,0,0,0,0,0,1,1,1,1.0,5.0
2,933050,248865,265553,183998,234629,0,6.8087634706776905,1440,3200,515,120,1,893,1,164.2783607368596,74.6,8.399690867669422,233.92271691735567,8,0,2,1,4,2,4,1,8,4,2,254,6,0,4997,67,1,1,50,0,2,1,2,2,2.2953630150413398,3.3959812797024944,0.7984543383471133,20.18547939834641,0,1,0,0,1,2,1229,2,1,1,1,1,0,23,1,1,1,1,0,0,0,0,0,1,1,1,1.0,5.0
14,1644310,409929,623135,321858,289387,0,6.781433628748245,1105,2493,402,161,0,1114,1,172.23300861968866,77.14336287482455,10.178141556399133,244.99645987622816,4,2,2,1,8,3,4,1,15,5,4,493,7,0,5928,63,0,1,60,0,1,1,2,2,2.4784955687763177,3.2,0.7301062037131554,30.566371251754507,0,1,0,0,1,2,432,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,5.0
