Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Width (mm),Thickness (mm),Weight (gr),Waterproof,Frame material,Fingerprint scanner,L3 cache (mb),Lithography process (nm),RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price category,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,LTE Cat*,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan,Always-On Display,DC Dimming,DCI-P3
13,898158,302236,175175,230984,189763,1,6.8,1260,2844,460,120,1,2500,1,75.1,8.4,220.0,8,2,1,0,7,12,5,4,256,7,0,100,1,1,50,1,0,2,2,2.4,1.3,1.2,13.0,1,1,0,0,0,2,143,5.0,4,1,1,1,0,1,20,1,1,0,0,0,0,1,0,1,1,1
9,914034,250353,252652,194177,216852,1,6.74,1080,2412,394,120,0,950,1,74.1,7.66,181.0,0,1,1,4,4,12,5,4,256,6,0,80,0,1,50,1,0,1,2,2.4,2.74,0.8,32.0,0,1,0,0,0,1,234,1.0,4,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
6,828992,267871,255018,141317,164786,0,6.74,1080,2412,451,120,0,1100,1,75.3,8.4,186.0,4,0,1,4,4,8,3,2,128,6,1,100,0,0,50,0,0,1,2,2.4,3.0,1.0,16.0,0,1,0,0,1,1,143,1.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,1,1,1
3,682982,170712,167981,196099,148190,4,6.9,1080,2640,413,120,1,3000,1,73.99,7.25,188.0,0,2,2,0,4,8,4,4,256,4,0,30,1,1,50,0,0,1,2,2.4,3.0,1.12,32.0,1,1,0,0,1,2,52,2.0,4,1,1,1,0,0,20,1,1,1,0,0,0,0,1,1,1,1
5,637281,182224,197088,131751,126218,3,6.4,1440,3040,522,60,0,1200,1,74.1,7.8,175.0,8,2,1,0,8,8,3,2,128,3,1,15,1,1,12,1,0,2,4,1.9,2.65,1.22,10.0,0,0,1,0,1,2,2001,3.0,4,2,1,1,1,0,20,1,1,1,1,1,0,1,0,1,0,1
5,591585,177788,135748,120328,157721,3,6.6,1080,2340,390,120,1,1000,1,78.6,9.1,222.0,0,1,2,4,5,6,3,2,128,6,1,25,0,0,50,0,0,1,2,2.2,2.0,1.12,13.0,0,1,0,0,1,1,113,1.0,4,1,1,1,0,0,18,1,1,0,0,0,0,1,0,1,0,1
11,470535,139380,80644,127590,122921,0,6.78,1080,2436,393,120,0,500,0,75.9,7.8,199.0,0,1,1,0,6,8,3,2,256,4,1,70,0,0,50,0,0,1,2,1.9,1.57,0.9680385288966724,50.0,0,1,1,1,1,1,174,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1
2,1120834,342500,337487,204589,236258,0,6.67,1080,2400,395,120,1,500,1,74.95,7.9,181.0,3,1,2,8,4,8,4,4,256,6,0,67,0,0,64,0,0,1,2,2.5,3.1,1.12,16.0,0,1,1,0,1,1,479,1.0,2,2,1,1,0,1,20,1,1,0,0,0,0,1,0,1,1,1
9,2041218,442026,869942,383796,345454,0,6.82,1440,3168,510,120,1,4500,1,76.2,9.5,221.0,8,2,1,12,4,12,5,4,256,7,0,100,1,1,50,0,0,2,2,2.4,2.74,0.8,32.0,0,1,0,0,1,2,234,3.0,4,2,1,1,1,1,20,1,1,0,0,0,0,1,0,1,1,1
2,264958,80359,42378,65742,76479,2,6.71,720,1650,268,60,0,400,0,76.41,8.77,192.0,0,1,3,0,12,3,3,2,32,1,1,10,0,0,50,0,0,0,1,2.2,2.76,0.9680385288966724,5.0,0,0,1,1,0,0,599,0.0,2,1,1,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2,427408,151022,48864,117591,109931,2,6.79,1080,2460,396,90,0,550,0,76.3,8.2,199.0,3,1,2,0,4,4,3,2,128,4,1,18,0,0,50,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,1,1,0,1,0,387,0.0,2,1,1,1,0,0,18,0,1,0,0,0,0,0,1,0,0,1
6,1077322,257553,457044,149592,213133,0,6.7,1440,3216,525,120,1,500,1,73.9,8.6,200.5,0,2,1,6,4,8,4,4,128,6,0,80,1,1,48,0,1,3,4,2.2,2.74,0.8,32.0,0,1,0,0,1,2,964,3.0,2,1,1,1,1,0,20,1,1,0,0,0,0,0,1,1,0,1
5,266455,76468,45756,70269,73962,3,6.4,1080,2340,403,60,0,630,0,75.1,8.9,188.0,0,1,3,0,10,4,3,2,64,3,1,15,0,0,48,0,0,1,1,2.0,4.0,1.12,20.0,0,0,1,1,1,1,1635,0.0,2,1,1,1,0,0,12,1,1,0,0,0,0,0,1,1,0,0
1,688276,207549,143090,171410,166227,1,7.6,1840,2208,378,120,0,1200,1,139.7,5.8,283.0,0,2,2,4,5,12,4,4,256,6,0,30,1,0,48,0,0,2,2,2.2,3.0,1.22,8.0,1,1,0,0,0,2,448,6.0,4,2,1,1,1,0,20,1,1,1,0,0,0,1,0,1,0,1
6,1618112,400518,604796,297685,315113,0,6.78,1264,2780,450,120,1,4500,1,75.3,8.8,207.0,5,2,1,8,4,12,5,4,256,7,0,100,0,0,50,0,0,2,2,2.4,3.09,1.0,16.0,0,1,0,0,1,2,234,2.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
2,414048,143613,73067,88735,108633,0,6.67,1080,2400,395,120,0,1200,0,76.21,7.98,188.0,3,1,2,0,6,4,3,2,128,4,1,33,0,0,48,0,0,0,1,2.5,4.0,1.12,13.0,0,1,1,1,0,1,540,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1
2,449423,150256,71009,116391,111767,0,6.67,1080,2400,395,120,1,1000,0,75.0,7.6,173.5,4,1,2,2,6,6,3,2,128,4,1,33,0,0,108,0,0,0,1,2.6,3.06,1.0,16.0,0,1,1,0,1,1,234,0.0,2,1,1,1,0,1,20,1,1,0,0,0,0,0,1,1,1,1
2,1224412,322096,447813,209816,244687,0,6.73,1440,3200,521,120,1,970,1,74.6,8.66,204.0,0,2,1,6,4,8,4,2,128,6,0,120,1,1,50,0,1,2,2,2.5,3.14,0.7,32.0,0,1,0,0,1,2,995,3.0,2,2,1,1,1,0,20,1,1,1,0,0,0,1,0,1,1,1
3,478059,150291,88901,118823,120044,2,6.5,720,1600,405,120,0,500,0,74.64,8.03,183.0,2,1,2,0,6,4,3,2,128,4,1,18,0,0,50,0,0,0,1,2.4,2.76,0.9680385288966724,16.0,0,1,1,1,1,0,21,0.0,2,1,1,0,0,0,20,1,1,0,0,0,0,0,1,0,0,0
1,557412,170564,159884,80040,146924,1,6.3,1440,3040,537,90,0,450,1,75.1,8.2,193.0,8,2,0,2,7,6,3,2,64,5,0,18,1,0,12,1,0,1,2,2.0,3.09,1.22,8.0,1,0,0,0,1,2,1756,3.0,2,1,1,1,1,0,18,1,1,1,1,1,0,0,1,1,0,1
5,206005,75655,25987,49741,54622,7,6.5,720,1600,270,60,0,400,0,75.9,9.1,196.0,0,1,0,1,12,3,3,2,32,1,1,15,0,0,48,0,0,0,1,2.2,3.00395390070922,0.8,5.0,0,0,1,0,1,0,964,0.0,2,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
2,395315,126946,79776,89546,99047,0,6.67,1080,2400,395,120,0,700,1,76.1,8.12,202.0,3,1,2,0,6,6,3,2,64,4,1,67,0,0,108,0,0,0,1,2.4,3.06,1.0,16.0,0,1,1,0,1,1,933,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1
2,923576,246800,260294,182528,233954,0,6.81,1440,3200,515,120,1,900,1,74.6,8.4,234.0,8,2,1,4,5,8,4,2,256,6,0,67,1,1,50,0,1,2,2,2.3,3.4,0.8,20.0,0,1,0,0,1,2,1239,5.0,2,2,1,1,1,1,24,1,1,1,1,1,0,0,1,1,1,1
9,925642,243663,282654,180301,219024,0,6.7,1440,3216,525,120,1,500,1,74.0,8.3,193.0,8,2,1,4,5,8,4,4,256,6,0,65,1,1,50,0,0,2,2,2.4,2.8,0.8,32.0,0,1,0,0,1,2,1270,4.0,2,1,1,1,1,0,20,1,1,0,0,0,0,1,0,1,0,1
14,392223,139903,74754,78553,99013,2,6.6,1080,2400,399,90,0,480,1,75.8,8.9,202.0,0,1,2,0,8,6,3,2,64,3,1,30,0,0,64,1,0,1,3,2.1,3.1,1.0,16.0,0,0,1,1,1,1,1635,0.0,2,1,1,1,1,0,6,1,1,0,0,0,0,0,1,0,0,1
2,413625,129278,86115,91131,107101,0,6.43,1080,2400,409,60,0,500,1,74.5,8.29,178.8,3,1,2,0,12,4,3,2,64,4,1,33,0,0,64,0,0,1,2,2.4,3.06,1.12,13.0,0,0,1,1,0,1,721,0.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
9,634847,156616,149831,193311,135089,0,6.7,1080,2412,394,120,1,1200,1,74.8,7.4,181.0,5,1,1,0,4,12,3,2,256,6,1,80,0,1,50,1,0,1,2,2.0,2.75,0.64,50.0,0,1,0,0,1,1,82,2.0,4,1,1,1,0,1,20,1,1,0,0,0,0,1,0,1,1,1
14,400004,131692,95998,84006,88308,2,6.5,1080,2400,405,90,0,480,0,74.8,8.9,191.0,0,1,2,0,12,4,3,2,128,3,1,30,0,0,64,0,0,1,2,2.0,3.1,1.0,16.0,0,1,1,1,0,1,1635,0.0,2,1,1,1,0,0,6,1,1,0,0,0,0,0,1,0,0,0
14,1617092,390197,590392,347817,288686,0,6.74,1240,2772,451,144,1,1400,1,75.38,8.9,205.0,0,2,1,8,4,12,5,4,256,7,0,150,0,0,50,0,0,2,2,2.5,3.09,1.0,16.0,0,1,0,0,1,2,356,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
5,246838,85230,38683,59147,63778,7,6.6,1080,2408,400,60,0,450,0,78.0,9.1,201.0,0,1,2,1,12,4,3,2,64,1,1,15,0,0,50,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,13.0,0,0,1,0,1,0,540,0.0,2,1,1,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0
9,643176,218085,138836,140981,145274,0,6.7,1080,2412,394,120,0,500,1,74.2,7.89,185.0,0,1,1,0,6,8,3,2,128,4,0,80,0,1,50,1,0,1,2,2.4,2.74,0.8,32.0,0,1,0,0,0,1,418,1.0,2,1,1,1,0,1,18,1,1,0,0,0,0,1,0,1,1,1
14,427848,138397,62224,112012,115215,2,6.72,1080,2400,392,120,0,950,0,76.1,7.69,188.0,4,1,2,2,6,6,3,2,128,4,1,45,0,0,108,0,0,0,1,2.0,1.67,0.9680385288966724,8.0,0,1,1,0,1,1,174,0.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,1
1,357020,115287,70626,78602,92505,1,5.81,1080,2340,443,60,0,700,1,69.4,8.2,143.0,0,1,3,0,8,6,3,2,128,3,0,18,0,0,12,0,0,1,2,2.0,2.8,1.12,8.0,1,0,1,0,1,1,1421,1.0,2,1,1,1,1,0,15,1,1,1,0,0,0,0,1,1,0,0
5,246418,63941,45129,73201,64147,3,6.4,1080,2340,403,60,0,600,1,75.1,8.9,191.0,0,1,3,0,10,6,3,2,128,3,1,15,0,0,64,0,0,1,1,2.0,2.8,0.8,32.0,0,0,1,1,1,1,1635,0.0,4,1,1,1,0,0,12,1,1,0,0,0,0,0,1,1,0,0
2,804182,230693,219195,151434,202860,0,6.28,1080,2400,419,120,0,500,1,69.9,8.16,176.0,0,2,1,4,7,8,4,2,128,6,0,67,0,0,50,0,1,2,2,2.4,3.0,0.7,32.0,0,1,0,0,1,2,995,2.0,2,2,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
14,277473,89633,40341,74976,72523,2,6.67,720,1604,264,90,0,625,0,76.1,7.64,185.0,4,1,2,0,12,6,3,2,128,1,1,45,0,0,50,0,0,0,1,2.0,2.76,0.64,8.0,0,0,1,0,0,0,143,0.0,2,1,1,1,0,0,7,1,1,0,0,0,0,0,1,0,0,0
6,2182943,476509,887854,456771,361809,0,6.78,1264,2780,450,120,1,4500,1,75.27,8.85,212.0,5,2,1,12,4,12,5,4,256,7,0,100,0,0,50,0,0,2,2,2.4,3.0,1.0,16.0,0,1,0,0,1,2,82,2.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
12,1602804,385400,600606,329145,287653,0,6.78,1440,3200,517,120,1,800,1,75.3,9.7,221.0,8,2,1,8,4,12,5,4,256,7,0,80,1,1,50,0,1,2,2,2.5,2.8,0.8,32.0,0,1,0,0,1,2,630,3.0,4,1,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1
11,246517,76536,23834,81835,64312,2,6.6,720,1612,267,90,0,400,0,75.49,8.5,202.0,0,1,2,1,12,8,3,2,64,1,1,18,0,0,16,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,0,0,540,0.0,2,1,1,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0
2,154710,55442,10909,43235,45124,2,5.45,720,1440,295,60,0,530,0,70.4,9.5,165.0,0,1,0,0,12,2,1,1,16,1,1,47,0,0,12,0,0,0,1,2.2,5.0,1.12,5.0,0,0,1,1,0,0,1909,0.0,2,1,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0
8,1357413,380150,491769,221977,263517,0,6.8,1080,2400,387,120,0,600,1,77.1,9.98,235.0,0,2,1,6,4,12,4,4,256,6,0,65,0,0,64,0,2,2,2,2.0,2.8,1.12,16.0,0,1,1,0,1,2,783,2.0,2,2,1,1,1,0,20,1,1,1,0,0,1,0,0,1,1,1
5,1019212,309697,336948,159695,212872,5,6.1,1080,2340,425,120,1,780,1,70.6,7.6,167.0,8,2,1,4,4,8,4,4,128,6,0,25,1,1,50,0,1,2,2,2.2,3.24,1.22,10.0,1,1,0,0,1,2,905,3.0,4,2,1,1,1,0,20,1,1,1,1,1,0,1,0,1,0,1
5,582257,178908,171919,95285,136145,3,5.8,1080,2280,438,60,0,800,1,69.9,7.9,150.0,8,2,2,0,8,6,3,2,128,3,1,15,1,1,12,0,0,2,2,1.9,2.65,1.22,10.0,0,0,1,0,1,2,2001,2.0,4,2,1,1,1,0,20,1,1,1,1,1,0,0,1,1,0,1
5,357038,132869,61405,68750,94014,6,6.6,1080,2408,399,90,0,380,0,76.4,9.0,203.0,0,1,2,2,7,4,3,2,64,1,1,15,0,0,48,0,0,0,1,2.0,5.0,1.12,8.0,0,1,1,1,1,0,1178,0.0,2,1,1,0,0,0,18,1,1,0,0,0,0,0,1,0,0,0
12,2111636,505590,864600,385208,356238,0,6.78,1260,2800,453,144,1,1400,1,75.68,8.34,190.0,4,1,1,18,4,8,5,4,256,7,0,120,0,0,50,0,2,2,2,2.5,2.76,0.64,16.0,0,1,0,0,1,2,113,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
11,268982,88042,41301,69940,69699,2,6.82,720,1640,263,90,0,500,0,77.6,9.3,201.0,0,1,2,0,12,4,3,2,128,1,1,18,0,0,16,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,1,1,1,0,0,418,0.0,2,1,1,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0
6,838345,238939,202349,175746,221911,0,6.7,1080,2412,394,120,0,500,1,75.5,8.2,186.0,0,1,1,4,5,8,4,4,128,6,0,80,0,0,50,0,0,1,2,2.4,3.09,1.0,16.0,0,1,0,0,0,1,844,1.0,2,1,1,1,0,0,12,1,1,0,0,0,0,0,1,1,0,1
14,1515248,394334,511269,320030,289615,0,6.78,1264,2780,450,120,1,6000,1,75.1,8.65,191.0,5,0,1,8,4,12,5,4,256,7,0,120,0,0,50,0,0,2,2,2.5,2.74,0.8,32.0,0,1,0,0,1,1,113,1.0,4,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
6,771755,227236,211176,152585,180758,0,6.43,1080,2400,410,90,0,450,1,73.31,8.25,189.0,0,1,1,8,6,6,3,4,128,6,0,65,0,0,50,0,0,1,2,2.5,2.8,0.8,32.0,0,1,0,0,1,1,1148,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,1,0,1,0,1
7,443825,152799,84257,95239,111530,1,6.0,1080,2520,457,60,0,700,1,67.0,8.3,161.0,8,1,2,0,6,6,3,2,128,3,1,30,0,0,12,0,0,0,1,2.0,4.0,1.12,8.0,0,1,1,0,0,1,813,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,1
2,953440,252004,295658,177263,228515,0,6.67,1080,2400,395,120,0,500,1,76.9,8.8,204.0,3,2,2,4,5,8,4,4,128,6,0,120,0,0,108,0,2,2,2,2.5,3.06,1.0,16.0,0,1,0,0,1,2,1086,2.0,2,2,1,1,1,0,18,1,1,1,0,0,0,0,1,1,1,1
2,882778,263673,230693,186334,202078,2,6.6,1080,2460,407,144,0,650,1,74.3,8.9,200.0,3,1,2,4,4,8,4,4,128,6,0,67,0,0,64,0,0,1,2,2.0,3.06,1.0,16.0,0,1,1,0,1,1,448,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,0,0,1
2,308207,89157,68651,65211,85188,0,6.39,1080,2340,403,60,0,430,1,74.5,8.7,179.0,0,2,1,1,10,6,3,2,64,3,1,18,0,0,48,0,0,1,2,2.0,2.0,0.8,32.0,0,0,1,1,0,1,1817,1.0,2,1,1,1,0,0,12,1,1,0,0,0,0,0,1,1,1,0
2,268860,90211,40709,63167,74773,2,6.5,1080,2400,405,90,0,400,0,75.5,8.9,181.0,0,1,2,0,12,4,3,2,64,1,1,22,0,1,50,0,0,0,1,2.0,3.00395390070922,1.12,8.0,0,0,1,1,0,0,933,0.0,2,1,1,1,0,0,7,1,1,0,0,0,0,0,1,0,0,0
4,578919,174775,138740,144392,121012,0,6.78,1220,2652,429,120,0,1200,0,75.5,7.98,185.0,3,1,1,0,4,8,3,2,256,4,0,35,0,1,108,0,0,1,2,2.5,1.67,1.0,16.0,0,1,0,0,1,1,265,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1
6,1509952,386417,590109,237269,296130,0,6.78,1264,2780,450,120,1,4500,1,75.3,8.8,207.0,5,2,1,8,4,8,5,4,128,6,0,100,0,0,50,0,0,2,2,2.4,3.0,1.0,16.0,1,1,0,0,1,2,203,1.0,2,1,1,1,0,0,20,1,1,1,0,0,0,1,0,1,1,1
12,2117129,473092,907124,389821,347092,0,6.78,1440,3200,517,120,1,3000,1,75.6,9.2,229.0,9,2,1,12,4,12,5,4,256,7,0,80,1,1,50,1,2,2,2,2.5,2.76,0.7,50.0,0,1,0,0,1,2,113,3.0,4,2,1,0,0,0,20,1,1,0,0,0,0,1,0,1,1,1
3,412601,142152,72947,89230,108272,2,6.6,720,1612,267,120,0,500,0,75.0,8.2,194.0,0,1,2,0,6,4,3,2,128,4,1,18,0,0,50,0,0,0,1,2.0,4.0,1.12,8.0,1,1,1,0,1,1,174,0.0,2,1,1,1,0,0,18,1,1,1,0,0,0,0,1,0,0,0
5,573128,116784,209078,141879,105387,3,6.3,1080,2280,401,60,0,1200,1,71.8,7.9,168.0,8,2,1,0,7,8,3,2,256,5,0,25,1,1,12,1,0,2,4,1.6,2.65,1.22,10.0,0,0,0,0,1,2,1848,3.0,4,1,1,1,0,1,20,1,1,1,0,0,0,0,1,1,0,1
5,765878,217225,243311,148314,157028,3,6.7,1080,2400,393,60,0,600,1,75.2,8.3,192.0,8,2,1,2,7,8,4,2,256,6,0,25,1,1,12,1,1,2,4,2.2,3.2,1.22,10.0,1,1,0,0,1,2,1482,3.0,4,2,1,1,1,0,20,1,1,1,1,1,0,1,0,1,0,1
13,900765,279677,200982,225491,194615,1,6.69,1216,2688,441,120,1,600,1,76.0,7.95,209.0,8,2,1,0,7,12,4,4,256,7,2,66,1,1,50,1,0,2,2,2.4,3.00395390070922,0.9680385288966724,13.0,0,0,0,0,0,2,356,2.0,4,2,1,1,0,0,20,1,1,1,0,0,0,0,1,1,1,1
5,214093,72661,28660,53733,59039,2,5.8,720,1560,296,60,0,490,0,69.7,8.4,141.0,0,1,3,0,14,3,2,2,32,1,1,15,0,0,13,0,0,0,1,2.0,3.1,1.12,8.0,0,1,1,1,1,1,1940,0.0,1,1,1,1,0,0,6,1,1,0,0,0,0,0,1,0,0,0
3,600657,198472,117221,133082,151882,4,6.6,1080,2400,402,144,1,1300,1,71.99,8.09,174.0,8,1,1,0,4,8,3,2,256,4,0,68,0,0,50,0,0,1,2,2.4,1.5,0.9680385288966724,32.0,1,1,0,0,1,1,82,2.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1
2,1124100,341849,338786,208130,235335,1,6.67,1080,2400,395,120,1,500,1,74.95,7.9,181.0,3,1,2,8,4,8,4,4,256,6,0,67,0,0,64,0,0,1,2,2.5,3.1,1.12,16.0,0,1,1,0,1,1,540,1.0,2,2,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
18,829093,265821,254990,142501,165781,1,6.8,1080,2436,392,120,1,500,0,74.9,8.99,198.7,7,2,1,4,4,12,4,4,256,6,1,60,1,1,50,1,0,1,2,2.5,4.0,1.12,50.0,0,1,1,0,0,1,52,2.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1
3,435272,145088,83309,87695,119180,0,6.6,1080,2400,402,120,0,500,0,74.46,7.99,173.0,2,1,2,0,6,6,3,2,128,3,1,30,0,0,50,0,0,0,2,2.2,4.0,1.0,16.0,0,1,1,0,1,1,813,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
14,438440,147106,99422,79197,112705,2,6.6,1080,2412,400,120,0,550,1,75.6,8.5,191.0,0,1,2,0,6,4,3,2,64,4,1,18,0,0,50,0,0,0,1,2.1,5.0,1.75,16.0,0,1,1,0,0,1,813,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,1
4,133021,57867,14142,34794,26218,2,6.09,720,1560,282,60,0,550,0,73.5,8.0,150.0,0,1,3,0,12,2,1,1,32,1,1,47,0,0,13,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,0,1,2001,0.0,2,1,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0
5,418822,96089,137559,84773,100401,3,6.7,1080,2400,394,60,0,600,1,76.1,8.7,199.0,0,2,1,0,10,6,3,2,128,3,1,25,0,0,12,1,0,2,2,2.2,2.8,0.8,32.0,0,0,1,1,1,2,1664,2.0,2,1,1,1,0,0,20,1,1,1,1,1,0,0,1,1,0,0
5,388163,127273,84697,86369,89824,6,6.5,720,1600,270,60,0,500,0,76.1,9.1,205.0,0,1,2,0,7,4,3,2,64,3,1,15,0,0,48,0,0,1,1,2.2,4.0,1.12,13.0,0,1,1,1,1,1,1298,1.0,2,1,1,1,0,0,16,1,1,0,1,1,0,0,1,0,0,0
5,1184659,314796,442066,205950,221847,5,6.6,1080,2340,393,120,1,780,1,75.8,7.6,195.0,8,2,1,6,4,8,4,4,128,6,0,45,1,1,50,1,1,2,2,2.2,3.24,1.22,10.0,1,1,0,0,1,2,905,3.0,4,2,1,1,1,0,20,1,1,1,1,1,0,1,0,1,0,1
7,462983,155146,103728,98577,105532,1,6.1,1080,2520,449,60,0,1000,1,68.0,8.3,159.0,8,1,2,0,6,6,3,2,128,4,1,30,0,0,48,0,0,0,1,2.0,4.0,1.12,8.0,1,1,1,0,1,1,448,1.0,2,1,1,1,0,0,18,0,1,0,0,0,0,0,1,1,0,1
3,196816,68225,21052,51194,56345,2,6.24,1080,2270,405,60,0,450,0,75.3,7.92,174.0,0,1,3,0,14,4,1,1,64,1,1,15,0,0,12,0,0,1,2,2.2,3.00395390070922,1.12,8.0,0,0,1,1,0,1,2001,1.0,2,1,1,0,0,0,7,1,1,0,0,0,0,0,1,0,0,0
4,420322,133982,70915,110349,105076,2,6.8,1080,2412,389,90,0,850,0,76.5,8.24,199.0,0,1,2,2,7,4,3,2,128,4,0,35,0,0,108,0,0,0,1,2.0,1.67,0.64,8.0,0,1,1,0,1,1,143,0.0,2,1,1,0,0,0,18,0,1,0,0,0,0,0,1,0,0,1
3,429945,158546,30120,118243,123036,2,6.5,1080,2400,405,120,0,560,0,73.82,8.89,192.0,2,1,2,0,6,8,3,2,128,4,1,33,0,1,50,0,0,0,2,2.4,3.00395390070922,1.0,16.0,1,1,1,1,1,1,356,0.0,2,1,1,1,1,0,18,1,1,0,0,0,0,0,1,0,0,1
15,1593326,409138,605739,291849,286600,0,6.78,1080,2448,395,165,0,1500,1,77.0,10.3,239.0,4,2,1,8,4,12,5,4,256,7,0,65,0,1,50,0,1,2,2,2.5,3.2,1.12,32.0,0,1,1,0,1,2,479,3.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
6,588673,188322,134945,125271,140135,0,6.67,1440,3120,516,90,0,616,1,75.9,8.8,206.0,0,2,1,2,7,6,3,2,128,5,0,30,0,0,48,1,0,2,4,2.0,3.1,1.0,16.0,0,0,0,0,1,2,1940,2.0,2,1,1,1,1,0,16,1,1,0,0,0,0,0,1,1,1,1
4,311448,100089,40264,97928,73227,6,6.8,1080,2412,389,90,0,850,0,76.5,8.24,199.0,0,1,2,0,6,6,3,2,128,4,1,35,0,0,108,0,0,0,1,2.0,1.67,0.64,8.0,0,0,1,0,0,0,265,0.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,0,0,1
11,160018,52127,21821,48039,38031,2,6.6,720,1612,267,90,0,400,0,75.39,8.4,202.0,0,1,2,0,12,8,3,2,128,1,1,18,0,0,50,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,0,0,509,0.0,2,1,1,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0
14,271601,88376,41729,63714,77782,2,6.72,1080,2400,392,90,0,680,0,75.9,7.89,189.5,0,1,2,0,12,6,3,2,128,1,1,33,0,0,64,0,0,0,2,2.0,2.0,0.7,8.0,0,0,1,0,0,0,540,0.0,2,1,1,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0
12,1507117,375722,537522,294299,299574,0,6.78,1260,2800,453,120,1,500,1,74.53,9.34,214.85,8,2,1,8,4,8,4,4,256,7,0,120,1,1,50,0,1,2,2,2.5,2.8,0.8,32.0,0,1,0,0,1,2,630,3.0,4,1,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1
1,930661,235015,350048,153467,192131,1,6.1,1080,2400,429,60,0,500,1,71.8,8.9,178.0,7,2,1,4,5,6,4,4,128,6,0,18,0,0,12,0,0,2,2,2.0,2.8,1.12,8.0,1,1,0,0,1,1,813,1.0,2,1,1,1,1,0,20,1,1,1,0,0,0,0,1,1,0,1
1,924798,236717,295034,191230,201817,0,6.7,1440,3120,512,120,1,550,1,76.6,8.9,212.0,8,2,1,4,5,12,4,4,128,6,0,23,1,1,50,0,0,2,2,2.2,3.1,1.22,10.8,1,1,0,0,0,2,691,3.0,4,2,1,1,1,0,20,1,1,1,0,0,0,0,1,1,0,1
13,553019,181642,111834,127341,132202,1,6.94,1136,2690,421,120,1,1200,0,75.4,6.9,195.0,0,2,2,0,4,12,3,3,256,6,0,66,0,1,50,0,0,2,2,2.2,1.56,0.9680385288966724,32.0,0,1,0,0,1,2,21,2.0,4,1,1,1,0,1,20,1,1,0,0,0,0,1,0,1,1,1
